        hour            z         tsoi
      12.500      -31.250       14.542
      12.500      -33.750       14.539
      12.500      -36.250       14.553
      12.500      -38.750       14.579
      12.500      -41.250       14.613
      12.500      -43.750       14.651
      12.500      -46.250       14.691
      12.500      -48.750       14.730
      12.500      -51.250       14.767
      12.500      -53.750       14.801
      12.500      -56.250       14.831
      12.500      -58.750       14.858
      12.500      -61.250       14.880
      12.500      -63.750       14.898
      12.500      -66.250       14.913
      12.500      -68.750       14.924
      12.500      -71.250       14.933
      12.500      -73.750       14.939
      12.500      -76.250       14.942
      12.500      -78.750       14.944
      12.500      -81.250       14.945
      12.500      -83.750       14.944
      12.500      -86.250       14.942
      12.500      -88.750       14.940
      12.500      -91.250       14.937
      12.500      -93.750       14.934
      12.500      -96.250       14.931
      12.500      -98.750       14.927
      13.000        0.000       19.830
      13.000       -1.250       19.351
      13.000       -3.750       18.479
      13.000       -6.250       17.703
      13.000       -8.750       17.030
      13.000      -11.250       16.456
      13.000      -13.750       15.980
      13.000      -16.250       15.592
      13.000      -18.750       15.284
      13.000      -21.250       15.047
      13.000      -23.750       14.872
      13.000      -26.250       14.747
      13.000      -28.750       14.665
      13.000      -31.250       14.617
      13.000      -33.750       14.595
      13.000      -36.250       14.594
      13.000      -38.750       14.607
      13.000      -41.250       14.631
      13.000      -43.750       14.661
      13.000      -46.250       14.694
      13.000      -48.750       14.728
      13.000      -51.250       14.762
      13.000      -53.750       14.793
      13.000      -56.250       14.822
      13.000      -58.750       14.848
      13.000      -61.250       14.870
      13.000      -63.750       14.889
      13.000      -66.250       14.904
      13.000      -68.750       14.916
      13.000      -71.250       14.926
      13.000      -73.750       14.933
      13.000      -76.250       14.937
      13.000      -78.750       14.940
      13.000      -81.250       14.941
      13.000      -83.750       14.941
      13.000      -86.250       14.940
      13.000      -88.750       14.938
      13.000      -91.250       14.936
      13.000      -93.750       14.933
      13.000      -96.250       14.930
      13.000      -98.750       14.927
      13.500        0.000       19.957
      13.500       -1.250       19.515
      13.500       -3.750       18.691
      13.500       -6.250       17.941
      13.500       -8.750       17.277
      13.500      -11.250       16.701
      13.500      -13.750       16.212
      13.500      -16.250       15.806
      13.500      -18.750       15.477
      13.500      -21.250       15.217
      13.500      -23.750       15.017
      13.500      -26.250       14.870
      13.500      -28.750       14.766
      13.500      -31.250       14.698
      13.500      -33.750       14.658
      13.500      -36.250       14.642
      13.500      -38.750       14.642
      13.500      -41.250       14.654
      13.500      -43.750       14.675
      13.500      -46.250       14.701
      13.500      -48.750       14.730
      13.500      -51.250       14.760
      13.500      -53.750       14.788
      13.500      -56.250       14.815
      13.500      -58.750       14.840
      13.500      -61.250       14.862
      13.500      -63.750       14.880
      13.500      -66.250       14.896
      13.500      -68.750       14.909
      13.500      -71.250       14.919
      13.500      -73.750       14.926
      13.500      -76.250       14.932
      13.500      -78.750       14.935
      13.500      -81.250       14.937
      13.500      -83.750       14.938
      13.500      -86.250       14.938
      13.500      -88.750       14.936
      13.500      -91.250       14.935
      13.500      -93.750       14.932
      13.500      -96.250       14.930
      13.500      -98.750       14.927
      14.000        0.000       20.000
      14.000       -1.250       19.603
      14.000       -3.750       18.839
      14.000       -6.250       18.129
      14.000       -8.750       17.485
      14.000      -11.250       16.916
      14.000      -13.750       16.424
      14.000      -16.250       16.007
      14.000      -18.750       15.662
      14.000      -21.250       15.383
      14.000      -23.750       15.162
      14.000      -26.250       14.994
      14.000      -28.750       14.870
      14.000      -31.250       14.783
      14.000      -33.750       14.727
      14.000      -36.250       14.695
      14.000      -38.750       14.682
      14.000      -41.250       14.683
      14.000      -43.750       14.695
      14.000      -46.250       14.713
      14.000      -48.750       14.736
      14.000      -51.250       14.761
      14.000      -53.750       14.786
      14.000      -56.250       14.811
      14.000      -58.750       14.834
      14.000      -61.250       14.855
      14.000      -63.750       14.873
      14.000      -66.250       14.889
      14.000      -68.750       14.902
      14.000      -71.250       14.912
      14.000      -73.750       14.921
      14.000      -76.250       14.927
      14.000      -78.750       14.931
      14.000      -81.250       14.934
      14.000      -83.750       14.935
      14.000      -86.250       14.935
      14.000      -88.750       14.934
      14.000      -91.250       14.933
      14.000      -93.750       14.931
      14.000      -96.250       14.929
      14.000      -98.750       14.926
      14.500        0.000       19.957
      14.500       -1.250       19.611
      14.500       -3.750       18.922
      14.500       -6.250       18.263
      14.500       -8.750       17.651
      14.500      -11.250       17.099
      14.500      -13.750       16.611
      14.500      -16.250       16.190
      14.500      -18.750       15.835
      14.500      -21.250       15.541
      14.500      -23.750       15.304
      14.500      -26.250       15.118
      14.500      -28.750       14.976
      14.500      -31.250       14.872
      14.500      -33.750       14.799
      14.500      -36.250       14.753
      14.500      -38.750       14.727
      14.500      -41.250       14.717
      14.500      -43.750       14.719
      14.500      -46.250       14.729
      14.500      -48.750       14.746
      14.500      -51.250       14.766
      14.500      -53.750       14.787
      14.500      -56.250       14.809
      14.500      -58.750       14.830
      14.500      -61.250       14.849
      14.500      -63.750       14.867
      14.500      -66.250       14.882
      14.500      -68.750       14.895
      14.500      -71.250       14.906
      14.500      -73.750       14.915
      14.500      -76.250       14.922
      14.500      -78.750       14.927
      14.500      -81.250       14.930
      14.500      -83.750       14.932
      14.500      -86.250       14.933
      14.500      -88.750       14.932
      14.500      -91.250       14.931
      14.500      -93.750       14.930
      14.500      -96.250       14.928
      14.500      -98.750       14.926
      15.000        0.000       19.830
      15.000       -1.250       19.541
      15.000       -3.750       18.938
      15.000       -6.250       18.341
      15.000       -8.750       17.771
      15.000      -11.250       17.245
      15.000      -13.750       16.770
      15.000      -16.250       16.353
      15.000      -18.750       15.993
      15.000      -21.250       15.690
      15.000      -23.750       15.441
      15.000      -26.250       15.240
      15.000      -28.750       15.082
      15.000      -31.250       14.962
      15.000      -33.750       14.875
      15.000      -36.250       14.814
      15.000      -38.750       14.776
      15.000      -41.250       14.755
      15.000      -43.750       14.747
      15.000      -46.250       14.749
      15.000      -48.750       14.759
      15.000      -51.250       14.773
      15.000      -53.750       14.791
      15.000      -56.250       14.809
      15.000      -58.750       14.828
      15.000      -61.250       14.846
      15.000      -63.750       14.862
      15.000      -66.250       14.877
      15.000      -68.750       14.890
      15.000      -71.250       14.901
      15.000      -73.750       14.910
      15.000      -76.250       14.917
      15.000      -78.750       14.922
      15.000      -81.250       14.926
      15.000      -83.750       14.928
      15.000      -86.250       14.930
      15.000      -88.750       14.930
      15.000      -91.250       14.930
      15.000      -93.750       14.929
      15.000      -96.250       14.927
      15.000      -98.750       14.925
      15.500        0.000       19.619
      15.500       -1.250       19.393
      15.500       -3.750       18.886
      15.500       -6.250       18.361
      15.500       -8.750       17.844
      15.500      -11.250       17.352
      15.500      -13.750       16.899
      15.500      -16.250       16.492
      15.500      -18.750       16.135
      15.500      -21.250       15.827
      15.500      -23.750       15.569
      15.500      -26.250       15.357
      15.500      -28.750       15.186
      15.500      -31.250       15.053
      15.500      -33.750       14.952
      15.500      -36.250       14.878
      15.500      -38.750       14.828
      15.500      -41.250       14.796
      15.500      -43.750       14.779
      15.500      -46.250       14.773
      15.500      -48.750       14.776
      15.500      -51.250       14.784
      15.500      -53.750       14.797
      15.500      -56.250       14.812
      15.500      -58.750       14.828
      15.500      -61.250       14.844
      15.500      -63.750       14.859
      15.500      -66.250       14.873
      15.500      -68.750       14.885
      15.500      -71.250       14.896
      15.500      -73.750       14.905
      15.500      -76.250       14.912
      15.500      -78.750       14.918
      15.500      -81.250       14.922
      15.500      -83.750       14.925
      15.500      -86.250       14.927
      15.500      -88.750       14.928
      15.500      -91.250       14.928
      15.500      -93.750       14.927
      15.500      -96.250       14.926
      15.500      -98.750       14.924
      16.000        0.000       19.330
      16.000       -1.250       19.169
      16.000       -3.750       18.768
      16.000       -6.250       18.324
      16.000       -8.750       17.868
      16.000      -11.250       17.420
      16.000      -13.750       16.995
      16.000      -16.250       16.605
      16.000      -18.750       16.256
      16.000      -21.250       15.950
      16.000      -23.750       15.688
      16.000      -26.250       15.468
      16.000      -28.750       15.287
      16.000      -31.250       15.142
      16.000      -33.750       15.029
      16.000      -36.250       14.944
      16.000      -38.750       14.883
      16.000      -41.250       14.840
      16.000      -43.750       14.814
      16.000      -46.250       14.800
      16.000      -48.750       14.796
      16.000      -51.250       14.798
      16.000      -53.750       14.806
      16.000      -56.250       14.817
      16.000      -58.750       14.830
      16.000      -61.250       14.843
      16.000      -63.750       14.857
      16.000      -66.250       14.870
      16.000      -68.750       14.881
      16.000      -71.250       14.892
      16.000      -73.750       14.901
      16.000      -76.250       14.908
      16.000      -78.750       14.914
      16.000      -81.250       14.919
      16.000      -83.750       14.922
      16.000      -86.250       14.924
      16.000      -88.750       14.925
      16.000      -91.250       14.926
      16.000      -93.750       14.925
      16.000      -96.250       14.925
      16.000      -98.750       14.923
      16.500        0.000       18.967
      16.500       -1.250       18.875
      16.500       -3.750       18.585
      16.500       -6.250       18.231
      16.500       -8.750       17.842
      16.500      -11.250       17.445
      16.500      -13.750       17.057
      16.500      -16.250       16.691
      16.500      -18.750       16.356
      16.500      -21.250       16.056
      16.500      -23.750       15.794
      16.500      -26.250       15.570
      16.500      -28.750       15.382
      16.500      -31.250       15.229
      16.500      -33.750       15.106
      16.500      -36.250       15.010
      16.500      -38.750       14.939
      16.500      -41.250       14.887
      16.500      -43.750       14.851
      16.500      -46.250       14.830
      16.500      -48.750       14.818
      16.500      -51.250       14.815
      16.500      -53.750       14.818
      16.500      -56.250       14.825
      16.500      -58.750       14.834
      16.500      -61.250       14.845
      16.500      -63.750       14.857
      16.500      -66.250       14.868
      16.500      -68.750       14.879
      16.500      -71.250       14.889
      16.500      -73.750       14.897
      16.500      -76.250       14.905
      16.500      -78.750       14.911
      16.500      -81.250       14.915
      16.500      -83.750       14.919
      16.500      -86.250       14.922
      16.500      -88.750       14.923
      16.500      -91.250       14.924
      16.500      -93.750       14.924
      16.500      -96.250       14.923
      16.500      -98.750       14.922
      17.000        0.000       18.536
      17.000       -1.250       18.514
      17.000       -3.750       18.341
      17.000       -6.250       18.081
      17.000       -8.750       17.768
      17.000      -11.250       17.429
      17.000      -13.750       17.084
      17.000      -16.250       16.748
      17.000      -18.750       16.432
      17.000      -21.250       16.143
      17.000      -23.750       15.886
      17.000      -26.250       15.662
      17.000      -28.750       15.471
      17.000      -31.250       15.311
      17.000      -33.750       15.180
      17.000      -36.250       15.076
      17.000      -38.750       14.995
      17.000      -41.250       14.934
      17.000      -43.750       14.891
      17.000      -46.250       14.861
      17.000      -48.750       14.843
      17.000      -51.250       14.834
      17.000      -53.750       14.832
      17.000      -56.250       14.834
      17.000      -58.750       14.840
      17.000      -61.250       14.848
      17.000      -63.750       14.858
      17.000      -66.250       14.867
      17.000      -68.750       14.877
      17.000      -71.250       14.886
      17.000      -73.750       14.894
      17.000      -76.250       14.901
      17.000      -78.750       14.907
      17.000      -81.250       14.912
      17.000      -83.750       14.916
      17.000      -86.250       14.919
      17.000      -88.750       14.921
      17.000      -91.250       14.922
      17.000      -93.750       14.922
      17.000      -96.250       14.922
      17.000      -98.750       14.921
      17.500        0.000       18.044
      17.500       -1.250       18.093
      17.500       -3.750       18.040
      17.500       -6.250       17.879
      17.500       -8.750       17.647
      17.500      -11.250       17.371
      17.500      -13.750       17.074
      17.500      -16.250       16.774
      17.500      -18.750       16.483
      17.500      -21.250       16.211
      17.500      -23.750       15.963
      17.500      -26.250       15.742
      17.500      -28.750       15.550
      17.500      -31.250       15.387
      17.500      -33.750       15.251
      17.500      -36.250       15.140
      17.500      -38.750       15.051
      17.500      -41.250       14.983
      17.500      -43.750       14.932
      17.500      -46.250       14.895
      17.500      -48.750       14.870
      17.500      -51.250       14.855
      17.500      -53.750       14.848
      17.500      -56.250       14.846
      17.500      -58.750       14.848
      17.500      -61.250       14.853
      17.500      -63.750       14.860
      17.500      -66.250       14.868
      17.500      -68.750       14.877
      17.500      -71.250       14.885
      17.500      -73.750       14.892
      17.500      -76.250       14.899
      17.500      -78.750       14.905
      17.500      -81.250       14.910
      17.500      -83.750       14.914
      17.500      -86.250       14.916
      17.500      -88.750       14.919
      17.500      -91.250       14.920
      17.500      -93.750       14.920
      17.500      -96.250       14.920
      17.500      -98.750       14.920
      18.000        0.000       17.500
      18.000       -1.250       17.618
      18.000       -3.750       17.686
      18.000       -6.250       17.628
      18.000       -8.750       17.480
      18.000      -11.250       17.272
      18.000      -13.750       17.029
      18.000      -16.250       16.770
      18.000      -18.750       16.509
      18.000      -21.250       16.258
      18.000      -23.750       16.023
      18.000      -26.250       15.810
      18.000      -28.750       15.620
      18.000      -31.250       15.456
      18.000      -33.750       15.316
      18.000      -36.250       15.200
      18.000      -38.750       15.106
      18.000      -41.250       15.031
      18.000      -43.750       14.973
      18.000      -46.250       14.930
      18.000      -48.750       14.899
      18.000      -51.250       14.878
      18.000      -53.750       14.865
      18.000      -56.250       14.859
      18.000      -58.750       14.858
      18.000      -61.250       14.860
      18.000      -63.750       14.864
      18.000      -66.250       14.870
      18.000      -68.750       14.877
      18.000      -71.250       14.884
      18.000      -73.750       14.891
      18.000      -76.250       14.897
      18.000      -78.750       14.903
      18.000      -81.250       14.907
      18.000      -83.750       14.911
      18.000      -86.250       14.914
      18.000      -88.750       14.916
      18.000      -91.250       14.918
      18.000      -93.750       14.919
      18.000      -96.250       14.919
      18.000      -98.750       14.919
      18.500        0.000       16.913
      18.500       -1.250       17.100
      18.500       -3.750       17.287
      18.500       -6.250       17.331
      18.500       -8.750       17.270
      18.500      -11.250       17.134
      18.500      -13.750       16.949
      18.500      -16.250       16.735
      18.500      -18.750       16.509
      18.500      -21.250       16.283
      18.500      -23.750       16.065
      18.500      -26.250       15.863
      18.500      -28.750       15.679
      18.500      -31.250       15.517
      18.500      -33.750       15.376
      18.500      -36.250       15.257
      18.500      -38.750       15.158
      18.500      -41.250       15.078
      18.500      -43.750       15.014
      18.500      -46.250       14.965
      18.500      -48.750       14.928
      18.500      -51.250       14.902
      18.500      -53.750       14.885
      18.500      -56.250       14.874
      18.500      -58.750       14.869
      18.500      -61.250       14.868
      18.500      -63.750       14.870
      18.500      -66.250       14.874
      18.500      -68.750       14.879
      18.500      -71.250       14.884
      18.500      -73.750       14.890
      18.500      -76.250       14.896
      18.500      -78.750       14.901
      18.500      -81.250       14.905
      18.500      -83.750       14.909
      18.500      -86.250       14.912
      18.500      -88.750       14.914
      18.500      -91.250       14.916
      18.500      -93.750       14.917
      18.500      -96.250       14.917
      18.500      -98.750       14.917
      19.000        0.000       16.294
      19.000       -1.250       16.545
      19.000       -3.750       16.848
      19.000       -6.250       16.995
      19.000       -8.750       17.022
      19.000      -11.250       16.960
      19.000      -13.750       16.835
      19.000      -16.250       16.670
      19.000      -18.750       16.483
      19.000      -21.250       16.285
      19.000      -23.750       16.089
      19.000      -26.250       15.901
      19.000      -28.750       15.726
      19.000      -31.250       15.569
      19.000      -33.750       15.429
      19.000      -36.250       15.309
      19.000      -38.750       15.207
      19.000      -41.250       15.122
      19.000      -43.750       15.054
      19.000      -46.250       15.000
      19.000      -48.750       14.958
      19.000      -51.250       14.927
      19.000      -53.750       14.905
      19.000      -56.250       14.891
      19.000      -58.750       14.882
      19.000      -61.250       14.878
      19.000      -63.750       14.877
      19.000      -66.250       14.878
      19.000      -68.750       14.882
      19.000      -71.250       14.886
      19.000      -73.750       14.890
      19.000      -76.250       14.895
      19.000      -78.750       14.900
      19.000      -81.250       14.904
      19.000      -83.750       14.907
      19.000      -86.250       14.910
      19.000      -88.750       14.913
      19.000      -91.250       14.914
      19.000      -93.750       14.916
      19.000      -96.250       14.916
      19.000      -98.750       14.916
      19.500        0.000       15.653
      19.500       -1.250       15.963
      19.500       -3.750       16.378
      19.500       -6.250       16.624
      19.500       -8.750       16.738
      19.500      -11.250       16.751
      19.500      -13.750       16.690
      19.500      -16.250       16.577
      19.500      -18.750       16.430
      19.500      -21.250       16.265
      19.500      -23.750       16.093
      19.500      -26.250       15.923
      19.500      -28.750       15.760
      19.500      -31.250       15.610
      19.500      -33.750       15.474
      19.500      -36.250       15.355
      19.500      -38.750       15.252
      19.500      -41.250       15.165
      19.500      -43.750       15.093
      19.500      -46.250       15.034
      19.500      -48.750       14.988
      19.500      -51.250       14.953
      19.500      -53.750       14.927
      19.500      -56.250       14.908
      19.500      -58.750       14.896
      19.500      -61.250       14.888
      19.500      -63.750       14.885
      19.500      -66.250       14.884
      19.500      -68.750       14.885
      19.500      -71.250       14.888
      19.500      -73.750       14.891
      19.500      -76.250       14.895
      19.500      -78.750       14.899
      19.500      -81.250       14.903
      19.500      -83.750       14.906
      19.500      -86.250       14.909
      19.500      -88.750       14.911
      19.500      -91.250       14.913
      19.500      -93.750       14.914
      19.500      -96.250       14.915
      19.500      -98.750       14.915
      20.000        0.000       15.000
      20.000       -1.250       15.366
      20.000       -3.750       15.884
      20.000       -6.250       16.226
      20.000       -8.750       16.425
      20.000      -11.250       16.513
      20.000      -13.750       16.516
      20.000      -16.250       16.456
      20.000      -18.750       16.354
      20.000      -21.250       16.224
      20.000      -23.750       16.079
      20.000      -26.250       15.929
      20.000      -28.750       15.781
      20.000      -31.250       15.640
      20.000      -33.750       15.511
      20.000      -36.250       15.394
      20.000      -38.750       15.292
      20.000      -41.250       15.203
      20.000      -43.750       15.129
      20.000      -46.250       15.067
      20.000      -48.750       15.018
      20.000      -51.250       14.979
      20.000      -53.750       14.949
      20.000      -56.250       14.926
      20.000      -58.750       14.911
      20.000      -61.250       14.900
      20.000      -63.750       14.894
      20.000      -66.250       14.891
      20.000      -68.750       14.890
      20.000      -71.250       14.891
      20.000      -73.750       14.893
      20.000      -76.250       14.896
      20.000      -78.750       14.899
      20.000      -81.250       14.902
      20.000      -83.750       14.905
      20.000      -86.250       14.908
      20.000      -88.750       14.910
      20.000      -91.250       14.912
      20.000      -93.750       14.913
      20.000      -96.250       14.913
      20.000      -98.750       14.914
      20.500        0.000       14.347
      20.500       -1.250       14.762
      20.500       -3.750       15.375
      20.500       -6.250       15.806
      20.500       -8.750       16.087
      20.500      -11.250       16.249
      20.500      -13.750       16.315
      20.500      -16.250       16.310
      20.500      -18.750       16.253
      20.500      -21.250       16.161
      20.500      -23.750       16.046
      20.500      -26.250       15.919
      20.500      -28.750       15.788
      20.500      -31.250       15.660
      20.500      -33.750       15.538
      20.500      -36.250       15.426
      20.500      -38.750       15.326
      20.500      -41.250       15.238
      20.500      -43.750       15.162
      20.500      -46.250       15.099
      20.500      -48.750       15.046
      20.500      -51.250       15.004
      20.500      -53.750       14.970
      20.500      -56.250       14.945
      20.500      -58.750       14.926
      20.500      -61.250       14.913
      20.500      -63.750       14.904
      20.500      -66.250       14.898
      20.500      -68.750       14.896
      20.500      -71.250       14.895
      20.500      -73.750       14.896
      20.500      -76.250       14.898
      20.500      -78.750       14.900
      20.500      -81.250       14.902
      20.500      -83.750       14.905
      20.500      -86.250       14.907
      20.500      -88.750       14.909
      20.500      -91.250       14.910
      20.500      -93.750       14.912
      20.500      -96.250       14.912
      20.500      -98.750       14.913
      21.000        0.000       13.706
      21.000       -1.250       14.162
      21.000       -3.750       14.859
      21.000       -6.250       15.372
      21.000       -8.750       15.731
      21.000      -11.250       15.963
      21.000      -13.750       16.092
      21.000      -16.250       16.142
      21.000      -18.750       16.131
      21.000      -21.250       16.078
      21.000      -23.750       15.994
      21.000      -26.250       15.892
      21.000      -28.750       15.781
      21.000      -31.250       15.667
      21.000      -33.750       15.556
      21.000      -36.250       15.451
      21.000      -38.750       15.354
      21.000      -41.250       15.268
      21.000      -43.750       15.192
      21.000      -46.250       15.128
      21.000      -48.750       15.073
      21.000      -51.250       15.028
      21.000      -53.750       14.992
      21.000      -56.250       14.964
      21.000      -58.750       14.942
      21.000      -61.250       14.926
      21.000      -63.750       14.914
      21.000      -66.250       14.907
      21.000      -68.750       14.902
      21.000      -71.250       14.900
      21.000      -73.750       14.899
      21.000      -76.250       14.900
      21.000      -78.750       14.901
      21.000      -81.250       14.903
      21.000      -83.750       14.905
      21.000      -86.250       14.906
      21.000      -88.750       14.908
      21.000      -91.250       14.910
      21.000      -93.750       14.911
      21.000      -96.250       14.911
      21.000      -98.750       14.912
      21.500        0.000       13.087
      21.500       -1.250       13.576
      21.500       -3.750       14.346
      21.500       -6.250       14.932
      21.500       -8.750       15.362
      21.500      -11.250       15.660
      21.500      -13.750       15.850
      21.500      -16.250       15.953
      21.500      -18.750       15.990
      21.500      -21.250       15.976
      21.500      -23.750       15.925
      21.500      -26.250       15.850
      21.500      -28.750       15.760
      21.500      -31.250       15.662
      21.500      -33.750       15.563
      21.500      -36.250       15.467
      21.500      -38.750       15.376
      21.500      -41.250       15.293
      21.500      -43.750       15.219
      21.500      -46.250       15.154
      21.500      -48.750       15.098
      21.500      -51.250       15.051
      21.500      -53.750       15.013
      21.500      -56.250       14.982
      21.500      -58.750       14.958
      21.500      -61.250       14.939
      21.500      -63.750       14.926
      21.500      -66.250       14.916
      21.500      -68.750       14.909
      21.500      -71.250       14.905
      21.500      -73.750       14.903
      21.500      -76.250       14.902
      21.500      -78.750       14.903
      21.500      -81.250       14.904
      21.500      -83.750       14.905
      21.500      -86.250       14.906
      21.500      -88.750       14.908
      21.500      -91.250       14.909
      21.500      -93.750       14.910
      21.500      -96.250       14.910
      21.500      -98.750       14.911
      22.000        0.000       12.500
      22.000       -1.250       13.015
      22.000       -3.750       13.844
      22.000       -6.250       14.493
      22.000       -8.750       14.987
      22.000      -11.250       15.346
      22.000      -13.750       15.593
      22.000      -16.250       15.749
      22.000      -18.750       15.831
      22.000      -21.250       15.857
      22.000      -23.750       15.840
      22.000      -26.250       15.793
      22.000      -28.750       15.726
      22.000      -31.250       15.646
      22.000      -33.750       15.561
      22.000      -36.250       15.474
      22.000      -38.750       15.390
      22.000      -41.250       15.312
      22.000      -43.750       15.240
      22.000      -46.250       15.176
      22.000      -48.750       15.121
      22.000      -51.250       15.073
      22.000      -53.750       15.033
      22.000      -56.250       15.000
      22.000      -58.750       14.974
      22.000      -61.250       14.953
      22.000      -63.750       14.937
      22.000      -66.250       14.925
      22.000      -68.750       14.917
      22.000      -71.250       14.911
      22.000      -73.750       14.908
      22.000      -76.250       14.906
      22.000      -78.750       14.905
      22.000      -81.250       14.905
      22.000      -83.750       14.906
      22.000      -86.250       14.907
      22.000      -88.750       14.908
      22.000      -91.250       14.908
      22.000      -93.750       14.909
      22.000      -96.250       14.910
      22.000      -98.750       14.910
      22.500        0.000       11.956
      22.500       -1.250       12.487
      22.500       -3.750       13.361
      22.500       -6.250       14.063
      22.500       -8.750       14.611
      22.500      -11.250       15.026
      22.500      -13.750       15.326
      22.500      -16.250       15.531
      22.500      -18.750       15.658
      22.500      -21.250       15.723
      22.500      -23.750       15.740
      22.500      -26.250       15.722
      22.500      -28.750       15.679
      22.500      -31.250       15.618
      22.500      -33.750       15.548
      22.500      -36.250       15.473
      22.500      -38.750       15.398
      22.500      -41.250       15.325
      22.500      -43.750       15.257
      22.500      -46.250       15.196
      22.500      -48.750       15.141
      22.500      -51.250       15.093
      22.500      -53.750       15.052
      22.500      -56.250       15.017
      22.500      -58.750       14.989
      22.500      -61.250       14.967
      22.500      -63.750       14.949
      22.500      -66.250       14.935
      22.500      -68.750       14.925
      22.500      -71.250       14.918
      22.500      -73.750       14.913
      22.500      -76.250       14.910
      22.500      -78.750       14.908
      22.500      -81.250       14.907
      22.500      -83.750       14.907
      22.500      -86.250       14.907
      22.500      -88.750       14.908
      22.500      -91.250       14.908
      22.500      -93.750       14.909
      22.500      -96.250       14.909
      22.500      -98.750       14.910
      23.000        0.000       11.464
      23.000       -1.250       12.003
      23.000       -3.750       12.907
      23.000       -6.250       13.649
      23.000       -8.750       14.243
      23.000      -11.250       14.705
      23.000      -13.750       15.053
      23.000      -16.250       15.303
      23.000      -18.750       15.473
      23.000      -21.250       15.576
      23.000      -23.750       15.627
      23.000      -26.250       15.638
      23.000      -28.750       15.619
      23.000      -31.250       15.579
      23.000      -33.750       15.525
      23.000      -36.250       15.463
      23.000      -38.750       15.398
      23.000      -41.250       15.332
      23.000      -43.750       15.269
      23.000      -46.250       15.211
      23.000      -48.750       15.157
      23.000      -51.250       15.110
      23.000      -53.750       15.069
      23.000      -56.250       15.033
      23.000      -58.750       15.004
      23.000      -61.250       14.980
      23.000      -63.750       14.960
      23.000      -66.250       14.945
      23.000      -68.750       14.933
      23.000      -71.250       14.925
      23.000      -73.750       14.918
      23.000      -76.250       14.914
      23.000      -78.750       14.911
      23.000      -81.250       14.909
      23.000      -83.750       14.908
      23.000      -86.250       14.908
      23.000      -88.750       14.908
      23.000      -91.250       14.908
      23.000      -93.750       14.909
      23.000      -96.250       14.909
      23.000      -98.750       14.909
      23.500        0.000       11.033
      23.500       -1.250       11.570
      23.500       -3.750       12.488
      23.500       -6.250       13.257
      23.500       -8.750       13.887
      23.500      -11.250       14.389
      23.500      -13.750       14.779
      23.500      -16.250       15.071
      23.500      -18.750       15.280
      23.500      -21.250       15.420
      23.500      -23.750       15.504
      23.500      -26.250       15.543
      23.500      -28.750       15.549
      23.500      -31.250       15.530
      23.500      -33.750       15.493
      23.500      -36.250       15.445
      23.500      -38.750       15.390
      23.500      -41.250       15.333
      23.500      -43.750       15.276
      23.500      -46.250       15.221
      23.500      -48.750       15.171
      23.500      -51.250       15.124
      23.500      -53.750       15.084
      23.500      -56.250       15.048
      23.500      -58.750       15.018
      23.500      -61.250       14.992
      23.500      -63.750       14.972
      23.500      -66.250       14.955
      23.500      -68.750       14.942
      23.500      -71.250       14.932
      23.500      -73.750       14.924
      23.500      -76.250       14.918
      23.500      -78.750       14.915
      23.500      -81.250       14.912
      23.500      -83.750       14.910
      23.500      -86.250       14.909
      23.500      -88.750       14.909
      23.500      -91.250       14.909
      23.500      -93.750       14.909
      23.500      -96.250       14.909
      23.500      -98.750       14.909
      24.000        0.000       10.670
      24.000       -1.250       11.195
      24.000       -3.750       12.113
      24.000       -6.250       12.896
      24.000       -8.750       13.550
      24.000      -11.250       14.084
      24.000      -13.750       14.508
      24.000      -16.250       14.837
      24.000      -18.750       15.081
      24.000      -21.250       15.255
      24.000      -23.750       15.371
      24.000      -26.250       15.439
      24.000      -28.750       15.469
      24.000      -31.250       15.471
      24.000      -33.750       15.452
      24.000      -36.250       15.419
      24.000      -38.750       15.376
      24.000      -41.250       15.328
      24.000      -43.750       15.277
      24.000      -46.250       15.228
      24.000      -48.750       15.180
      24.000      -51.250       15.136
      24.000      -53.750       15.096
      24.000      -56.250       15.061
      24.000      -58.750       15.031
      24.000      -61.250       15.004
      24.000      -63.750       14.983
      24.000      -66.250       14.965
      24.000      -68.750       14.950
      24.000      -71.250       14.939
      24.000      -73.750       14.930
      24.000      -76.250       14.923
      24.000      -78.750       14.919
      24.000      -81.250       14.915
      24.000      -83.750       14.913
      24.000      -86.250       14.911
      24.000      -88.750       14.910
      24.000      -91.250       14.910
      24.000      -93.750       14.909
      24.000      -96.250       14.909
      24.000      -98.750       14.909
