           year          carbon        nitrogen
        8.06855        12.63387         1.06640
        8.07129        12.62825         1.06595
        8.07403        12.62263         1.06550
        8.07677        12.61702         1.06504
        8.07951        12.61141         1.06459
        8.08225        12.60580         1.06414
        8.08499        12.60019         1.06369
        8.08773        12.59459         1.06324
        8.09047        12.58899         1.06278
        8.09321        12.58339         1.06233
        8.09595        12.57779         1.06188
        8.09869        12.57219         1.06143
        8.10143        12.56660         1.06098
        8.10417        12.56100         1.06053
        8.10691        12.55541         1.06008
        8.10965        12.54982         1.05963
        8.11239        12.54424         1.05917
        8.11513        12.53865         1.05872
        8.11787        12.53307         1.05827
        8.12061        12.52749         1.05782
        8.12334        12.52191         1.05737
        8.12608        12.51634         1.05692
        8.12882        12.51076         1.05647
        8.13156        12.50519         1.05602
        8.13430        12.49962         1.05557
        8.13704        12.49405         1.05512
        8.13978        12.48849         1.05468
        8.14252        12.48292         1.05423
        8.14526        12.47736         1.05378
        8.14800        12.47180         1.05333
        8.15074        12.46624         1.05288
        8.15348        12.46069         1.05243
        8.15622        12.45513         1.05198
        8.15896        12.44958         1.05153
        8.16170        12.44403         1.05109
        8.16444        12.43848         1.05064
        8.16718        12.43294         1.05019
        8.16992        12.42740         1.04974
        8.17266        12.42185         1.04929
        8.17540        12.41631         1.04885
        8.17814        12.41078         1.04840
        8.18088        12.40524         1.04795
        8.18362        12.39971         1.04751
        8.18636        12.39418         1.04706
        8.18910        12.38865         1.04661
        8.19184        12.38312         1.04616
        8.19458        12.37759         1.04572
        8.19732        12.37207         1.04527
        8.20006        12.36655         1.04483
        8.20280        12.36103         1.04438
        8.20554        12.35551         1.04393
        8.20828        12.35000         1.04349
        8.21102        12.34449         1.04304
        8.21376        12.33897         1.04260
        8.21650        12.33346         1.04215
        8.21924        12.32796         1.04171
        8.22197        12.32245         1.04126
        8.22471        12.31695         1.04082
        8.22745        12.31145         1.04037
        8.23019        12.30595         1.03993
        8.23293        12.30045         1.03948
        8.23567        12.29496         1.03904
        8.23841        12.28947         1.03859
        8.24115        12.28397         1.03815
        8.24389        12.27849         1.03770
        8.24663        12.27300         1.03726
        8.24937        12.26751         1.03682
        8.25211        12.26203         1.03637
        8.25485        12.25655         1.03593
        8.25759        12.25107         1.03549
        8.26033        12.24559         1.03504
        8.26307        12.24012         1.03460
        8.26581        12.23465         1.03416
        8.26855        12.22918         1.03371
        8.27129        12.22371         1.03327
        8.27403        12.21824         1.03283
        8.27677        12.21278         1.03239
        8.27951        12.20731         1.03194
        8.28225        12.20185         1.03150
        8.28499        12.19639         1.03106
        8.28773        12.19094         1.03062
        8.29047        12.18548         1.03018
        8.29321        12.18003         1.02974
        8.29595        12.17458         1.02929
        8.29869        12.16913         1.02885
        8.30143        12.16368         1.02841
        8.30417        12.15824         1.02797
        8.30691        12.15280         1.02753
        8.30965        12.14736         1.02709
        8.31239        12.14192         1.02665
        8.31513        12.13648         1.02621
        8.31787        12.13105         1.02577
        8.32061        12.12561         1.02533
        8.32334        12.12018         1.02489
        8.32608        12.11476         1.02445
        8.32882        12.10933         1.02401
        8.33156        12.10390         1.02357
        8.33430        12.09848         1.02313
        8.33704        12.09306         1.02269
        8.33978        12.08764         1.02225
        8.34252        12.08223         1.02181
        8.34526        12.07681         1.02137
        8.34800        12.07140         1.02094
        8.35074        12.06599         1.02050
        8.35348        12.06058         1.02006
        8.35622        12.05517         1.01962
        8.35896        12.04977         1.01918
        8.36170        12.04437         1.01874
        8.36444        12.03897         1.01831
        8.36718        12.03357         1.01787
        8.36992        12.02817         1.01743
        8.37266        12.02278         1.01699
        8.37540        12.01738         1.01656
        8.37814        12.01199         1.01612
        8.38088        12.00660         1.01568
        8.38362        12.00122         1.01524
        8.38636        11.99583         1.01481
        8.38910        11.99045         1.01437
        8.39184        11.98507         1.01393
        8.39458        11.97969         1.01350
        8.39732        11.97432         1.01306
        8.40006        11.96894         1.01263
        8.40280        11.96357         1.01219
        8.40554        11.95820         1.01175
        8.40828        11.95283         1.01132
        8.41102        11.94746         1.01088
        8.41376        11.94210         1.01045
        8.41650        11.93673         1.01001
        8.41924        11.93137         1.00958
        8.42197        11.92602         1.00914
        8.42471        11.92066         1.00871
        8.42745        11.91530         1.00827
        8.43019        11.90995         1.00784
        8.43293        11.90460         1.00740
        8.43567        11.89925         1.00697
        8.43841        11.89390         1.00654
        8.44115        11.88856         1.00610
        8.44389        11.88322         1.00567
        8.44663        11.87788         1.00524
        8.44937        11.87254         1.00480
        8.45211        11.86720         1.00437
        8.45485        11.86187         1.00394
        8.45759        11.85653         1.00350
        8.46033        11.85120         1.00307
        8.46307        11.84587         1.00264
        8.46581        11.84055         1.00220
        8.46855        11.83522         1.00177
        8.47129        11.82990         1.00134
        8.47403        11.82458         1.00091
        8.47677        11.81926         1.00047
        8.47951        11.81394         1.00004
        8.48225        11.80863         0.99961
        8.48499        11.80331         0.99918
        8.48773        11.79800         0.99875
        8.49047        11.79269         0.99832
        8.49321        11.78738         0.99788
        8.49595        11.78208         0.99745
        8.49869        11.77678         0.99702
        8.50143        11.77147         0.99659
        8.50417        11.76618         0.99616
        8.50691        11.76088         0.99573
        8.50965        11.75558         0.99530
        8.51239        11.75029         0.99487
        8.51513        11.74500         0.99444
        8.51787        11.73971         0.99401
        8.52061        11.73442         0.99358
        8.52334        11.72914         0.99315
        8.52608        11.72385         0.99272
        8.52882        11.71857         0.99229
        8.53156        11.71329         0.99186
        8.53430        11.70801         0.99143
        8.53704        11.70274         0.99100
        8.53978        11.69746         0.99058
        8.54252        11.69219         0.99015
        8.54526        11.68692         0.98972
        8.54800        11.68165         0.98929
        8.55074        11.67639         0.98886
        8.55348        11.67112         0.98843
        8.55622        11.66586         0.98801
        8.55896        11.66060         0.98758
        8.56170        11.65534         0.98715
        8.56444        11.65009         0.98672
        8.56718        11.64483         0.98629
        8.56992        11.63958         0.98587
        8.57266        11.63433         0.98544
        8.57540        11.62908         0.98501
        8.57814        11.62384         0.98459
        8.58088        11.61859         0.98416
        8.58362        11.61335         0.98373
        8.58636        11.60811         0.98331
        8.58910        11.60287         0.98288
        8.59184        11.59764         0.98245
        8.59458        11.59240         0.98203
        8.59732        11.58717         0.98160
        8.60006        11.58194         0.98118
        8.60280        11.57671         0.98075
        8.60554        11.57148         0.98033
        8.60828        11.56626         0.97990
        8.61102        11.56103         0.97947
        8.61376        11.55581         0.97905
        8.61650        11.55059         0.97863
        8.61924        11.54538         0.97820
        8.62197        11.54016         0.97778
        8.62471        11.53495         0.97735
        8.62745        11.52974         0.97693
        8.63019        11.52453         0.97650
        8.63293        11.51932         0.97608
        8.63567        11.51412         0.97565
        8.63841        11.50891         0.97523
        8.64115        11.50371         0.97481
        8.64389        11.49851         0.97438
        8.64663        11.49332         0.97396
        8.64937        11.48812         0.97354
        8.65211        11.48293         0.97311
        8.65485        11.47774         0.97269
        8.65759        11.47255         0.97227
        8.66033        11.46736         0.97185
        8.66307        11.46217         0.97142
        8.66581        11.45699         0.97100
        8.66855        11.45181         0.97058
        8.67129        11.44663         0.97016
        8.67403        11.44145         0.96974
        8.67677        11.43627         0.96931
        8.67951        11.43110         0.96889
        8.68225        11.42593         0.96847
        8.68499        11.42076         0.96805
        8.68773        11.41559         0.96763
        8.69047        11.41042         0.96721
        8.69321        11.40526         0.96679
        8.69595        11.40009         0.96637
        8.69869        11.39493         0.96594
        8.70143        11.38978         0.96552
        8.70417        11.38462         0.96510
        8.70691        11.37946         0.96468
        8.70965        11.37431         0.96426
        8.71239        11.36916         0.96384
        8.71513        11.36401         0.96342
        8.71787        11.35887         0.96300
        8.72061        11.35372         0.96258
        8.72334        11.34858         0.96217
        8.72608        11.34344         0.96175
        8.72882        11.33830         0.96133
        8.73156        11.33316         0.96091
        8.73430        11.32802         0.96049
        8.73704        11.32289         0.96007
        8.73978        11.31776         0.95965
        8.74252        11.31263         0.95923
        8.74526        11.30750         0.95882
        8.74800        11.30238         0.95840
        8.75074        11.29725         0.95798
        8.75348        11.29213         0.95756
        8.75622        11.28701         0.95714
        8.75896        11.28189         0.95673
        8.76170        11.27678         0.95631
        8.76444        11.27166         0.95589
        8.76718        11.26655         0.95547
        8.76992        11.26144         0.95506
        8.77266        11.25633         0.95464
        8.77540        11.25123         0.95422
        8.77814        11.24612         0.95381
        8.78088        11.24102         0.95339
        8.78362        11.23592         0.95298
        8.78636        11.23082         0.95256
        8.78910        11.22572         0.95214
        8.79184        11.22063         0.95173
        8.79458        11.21553         0.95131
        8.79732        11.21044         0.95090
        8.80006        11.20535         0.95048
        8.80280        11.20027         0.95007
        8.80554        11.19518         0.94965
        8.80828        11.19010         0.94924
        8.81102        11.18502         0.94882
        8.81376        11.17994         0.94841
        8.81650        11.17486         0.94799
        8.81924        11.16979         0.94758
        8.82197        11.16471         0.94716
        8.82471        11.15964         0.94675
        8.82745        11.15457         0.94634
        8.83019        11.14950         0.94592
        8.83293        11.14444         0.94551
        8.83567        11.13937         0.94509
        8.83841        11.13431         0.94468
        8.84115        11.12925         0.94427
        8.84389        11.12419         0.94385
        8.84663        11.11913         0.94344
        8.84937        11.11408         0.94303
        8.85211        11.10903         0.94262
        8.85485        11.10398         0.94220
        8.85759        11.09893         0.94179
        8.86033        11.09388         0.94138
        8.86307        11.08884         0.94097
        8.86581        11.08379         0.94055
        8.86855        11.07875         0.94014
        8.87129        11.07371         0.93973
        8.87403        11.06867         0.93932
        8.87677        11.06364         0.93891
        8.87951        11.05861         0.93850
        8.88225        11.05357         0.93809
        8.88499        11.04854         0.93767
        8.88773        11.04352         0.93726
        8.89047        11.03849         0.93685
        8.89321        11.03347         0.93644
        8.89595        11.02845         0.93603
        8.89869        11.02342         0.93562
        8.90143        11.01841         0.93521
        8.90417        11.01339         0.93480
        8.90691        11.00838         0.93439
        8.90965        11.00336         0.93398
        8.91239        10.99835         0.93357
        8.91513        10.99334         0.93316
        8.91787        10.98834         0.93275
        8.92061        10.98333         0.93235
        8.92334        10.97833         0.93194
        8.92608        10.97333         0.93153
        8.92882        10.96833         0.93112
        8.93156        10.96333         0.93071
        8.93430        10.95834         0.93030
        8.93704        10.95334         0.92989
        8.93978        10.94835         0.92949
        8.94252        10.94336         0.92908
        8.94526        10.93837         0.92867
        8.94800        10.93339         0.92826
        8.95074        10.92840         0.92785
        8.95348        10.92342         0.92745
        8.95622        10.91844         0.92704
        8.95896        10.91346         0.92663
        8.96170        10.90849         0.92623
        8.96444        10.90351         0.92582
        8.96718        10.89854         0.92541
        8.96992        10.89357         0.92501
        8.97266        10.88860         0.92460
        8.97540        10.88363         0.92419
        8.97814        10.87867         0.92379
        8.98088        10.87370         0.92338
        8.98362        10.86874         0.92297
        8.98636        10.86378         0.92257
        8.98910        10.85883         0.92216
        8.99184        10.85387         0.92176
        8.99458        10.84892         0.92135
        8.99732        10.84397         0.92095
        9.00006        10.83902         0.92054
        9.00280        10.83407         0.92014
        9.00554        10.82912         0.91973
        9.00828        10.82418         0.91933
        9.01102        10.81923         0.91892
        9.01376        10.81429         0.91852
        9.01650        10.80936         0.91812
        9.01924        10.80442         0.91771
        9.02197        10.79948         0.91731
        9.02471        10.79455         0.91690
        9.02745        10.78962         0.91650
        9.03019        10.78469         0.91610
        9.03293        10.77976         0.91569
        9.03567        10.77484         0.91529
        9.03841        10.76991         0.91489
        9.04115        10.76499         0.91448
        9.04389        10.76007         0.91408
        9.04663        10.75516         0.91368
        9.04937        10.75024         0.91328
        9.05211        10.74533         0.91287
        9.05485        10.74041         0.91247
        9.05759        10.73550         0.91207
        9.06033        10.73059         0.91167
        9.06307        10.72569         0.91127
        9.06581        10.72078         0.91087
        9.06855        10.71588         0.91046
        9.07129        10.71098         0.91006
        9.07403        10.70608         0.90966
        9.07677        10.70118         0.90926
        9.07951        10.69629         0.90886
        9.08225        10.69139         0.90846
        9.08499        10.68650         0.90806
        9.08773        10.68161         0.90766
        9.09047        10.67673         0.90726
        9.09321        10.67184         0.90686
        9.09595        10.66696         0.90646
        9.09869        10.66207         0.90606
        9.10143        10.65719         0.90566
        9.10417        10.65231         0.90526
        9.10691        10.64744         0.90486
        9.10965        10.64256         0.90446
        9.11239        10.63769         0.90406
        9.11513        10.63282         0.90366
        9.11787        10.62795         0.90326
        9.12061        10.62308         0.90286
        9.12334        10.61822         0.90246
        9.12608        10.61335         0.90207
        9.12882        10.60849         0.90167
        9.13156        10.60363         0.90127
        9.13430        10.59878         0.90087
        9.13704        10.59392         0.90047
        9.13978        10.58907         0.90008
        9.14252        10.58421         0.89968
        9.14526        10.57936         0.89928
        9.14800        10.57451         0.89888
        9.15074        10.56967         0.89849
        9.15348        10.56482         0.89809
        9.15622        10.55998         0.89769
        9.15896        10.55514         0.89730
        9.16170        10.55030         0.89690
        9.16444        10.54546         0.89650
        9.16718        10.54063         0.89611
        9.16992        10.53579         0.89571
        9.17266        10.53096         0.89531
        9.17540        10.52613         0.89492
        9.17814        10.52130         0.89452
        9.18088        10.51648         0.89413
        9.18362        10.51165         0.89373
        9.18636        10.50683         0.89334
        9.18910        10.50201         0.89294
        9.19184        10.49719         0.89255
        9.19458        10.49237         0.89215
        9.19732        10.48756         0.89176
        9.20006        10.48275         0.89136
        9.20280        10.47794         0.89097
        9.20554        10.47313         0.89057
        9.20828        10.46832         0.89018
        9.21102        10.46351         0.88978
        9.21376        10.45871         0.88939
        9.21650        10.45391         0.88900
        9.21924        10.44911         0.88860
        9.22197        10.44431         0.88821
        9.22471        10.43951         0.88782
        9.22745        10.43472         0.88742
        9.23019        10.42992         0.88703
        9.23293        10.42513         0.88664
        9.23567        10.42034         0.88624
        9.23841        10.41556         0.88585
        9.24115        10.41077         0.88546
        9.24389        10.40599         0.88507
        9.24663        10.40121         0.88467
        9.24937        10.39643         0.88428
        9.25211        10.39165         0.88389
        9.25485        10.38687         0.88350
        9.25759        10.38210         0.88311
        9.26033        10.37733         0.88272
        9.26307        10.37256         0.88232
        9.26581        10.36779         0.88193
        9.26855        10.36302         0.88154
        9.27129        10.35826         0.88115
        9.27403        10.35349         0.88076
        9.27677        10.34873         0.88037
        9.27951        10.34397         0.87998
        9.28225        10.33922         0.87959
        9.28499        10.33446         0.87920
        9.28773        10.32971         0.87881
        9.29047        10.32495         0.87842
        9.29321        10.32020         0.87803
        9.29595        10.31545         0.87764
        9.29869        10.31071         0.87725
        9.30143        10.30596         0.87686
        9.30417        10.30122         0.87647
        9.30691        10.29648         0.87608
        9.30965        10.29174         0.87569
        9.31239        10.28700         0.87530
        9.31513        10.28227         0.87491
        9.31787        10.27753         0.87453
        9.32061        10.27280         0.87414
        9.32334        10.26807         0.87375
        9.32608        10.26334         0.87336
        9.32882        10.25862         0.87297
        9.33156        10.25389         0.87259
        9.33430        10.24917         0.87220
        9.33704        10.24445         0.87181
        9.33978        10.23973         0.87142
        9.34252        10.23501         0.87104
        9.34526        10.23030         0.87065
        9.34800        10.22559         0.87026
        9.35074        10.22087         0.86987
        9.35348        10.21616         0.86949
        9.35622        10.21146         0.86910
        9.35896        10.20675         0.86871
        9.36170        10.20205         0.86833
        9.36444        10.19734         0.86794
        9.36718        10.19264         0.86756
        9.36992        10.18795         0.86717
        9.37266        10.18325         0.86678
        9.37540        10.17855         0.86640
        9.37814        10.17386         0.86601
        9.38088        10.16917         0.86563
        9.38362        10.16448         0.86524
        9.38636        10.15979         0.86486
        9.38910        10.15511         0.86447
        9.39184        10.15042         0.86409
        9.39458        10.14574         0.86370
        9.39732        10.14106         0.86332
        9.40006        10.13638         0.86294
        9.40280        10.13170         0.86255
        9.40554        10.12703         0.86217
        9.40828        10.12236         0.86178
        9.41102        10.11768         0.86140
        9.41376        10.11301         0.86102
        9.41650        10.10835         0.86063
        9.41924        10.10368         0.86025
        9.42197        10.09902         0.85987
        9.42471        10.09435         0.85948
        9.42745        10.08969         0.85910
        9.43019        10.08504         0.85872
        9.43293        10.08038         0.85833
        9.43567        10.07572         0.85795
        9.43841        10.07107         0.85757
        9.44115        10.06642         0.85719
        9.44389        10.06177         0.85681
        9.44663        10.05712         0.85642
        9.44937        10.05248         0.85604
        9.45211        10.04783         0.85566
        9.45485        10.04319         0.85528
        9.45759        10.03855         0.85490
        9.46033        10.03391         0.85452
        9.46307        10.02928         0.85414
        9.46581        10.02464         0.85375
        9.46855        10.02001         0.85337
        9.47129        10.01538         0.85299
        9.47403        10.01075         0.85261
        9.47677        10.00612         0.85223
        9.47951        10.00149         0.85185
        9.48225         9.99687         0.85147
        9.48499         9.99225         0.85109
        9.48773         9.98763         0.85071
        9.49047         9.98301         0.85033
        9.49321         9.97839         0.84995
        9.49595         9.97378         0.84957
        9.49869         9.96916         0.84919
        9.50143         9.96455         0.84881
        9.50417         9.95994         0.84844
        9.50691         9.95533         0.84806
        9.50965         9.95073         0.84768
        9.51239         9.94612         0.84730
        9.51513         9.94152         0.84692
        9.51787         9.93692         0.84654
        9.52061         9.93232         0.84617
        9.52334         9.92773         0.84579
        9.52608         9.92313         0.84541
        9.52882         9.91854         0.84503
        9.53156         9.91395         0.84465
        9.53430         9.90936         0.84428
        9.53704         9.90477         0.84390
        9.53978         9.90018         0.84352
        9.54252         9.89560         0.84315
        9.54526         9.89102         0.84277
        9.54800         9.88644         0.84239
        9.55074         9.88186         0.84202
        9.55348         9.87728         0.84164
        9.55622         9.87271         0.84126
        9.55896         9.86813         0.84089
        9.56170         9.86356         0.84051
        9.56444         9.85899         0.84013
        9.56718         9.85442         0.83976
        9.56992         9.84986         0.83938
        9.57266         9.84529         0.83901
        9.57540         9.84073         0.83863
        9.57814         9.83617         0.83826
        9.58088         9.83161         0.83788
        9.58362         9.82705         0.83751
        9.58636         9.82250         0.83713
        9.58910         9.81794         0.83676
        9.59184         9.81339         0.83638
        9.59458         9.80884         0.83601
        9.59732         9.80429         0.83564
        9.60006         9.79975         0.83526
        9.60280         9.79520         0.83489
        9.60554         9.79066         0.83451
        9.60828         9.78612         0.83414
        9.61102         9.78158         0.83377
        9.61376         9.77704         0.83339
        9.61650         9.77251         0.83302
        9.61924         9.76797         0.83265
        9.62197         9.76344         0.83227
        9.62471         9.75891         0.83190
        9.62745         9.75438         0.83153
        9.63019         9.74986         0.83116
        9.63293         9.74533         0.83078
        9.63567         9.74081         0.83041
        9.63841         9.73629         0.83004
        9.64115         9.73177         0.82967
        9.64389         9.72725         0.82930
        9.64663         9.72273         0.82892
        9.64937         9.71822         0.82855
        9.65211         9.71371         0.82818
        9.65485         9.70920         0.82781
        9.65759         9.70469         0.82744
        9.66033         9.70018         0.82707
        9.66307         9.69568         0.82670
        9.66581         9.69117         0.82633
        9.66855         9.68667         0.82596
        9.67129         9.68217         0.82559
        9.67403         9.67767         0.82521
        9.67677         9.67318         0.82484
        9.67951         9.66868         0.82447
        9.68225         9.66419         0.82410
        9.68499         9.65970         0.82374
        9.68773         9.65521         0.82337
        9.69047         9.65072         0.82300
        9.69321         9.64624         0.82263
        9.69595         9.64175         0.82226
        9.69869         9.63727         0.82189
        9.70143         9.63279         0.82152
        9.70417         9.62831         0.82115
        9.70691         9.62384         0.82078
        9.70965         9.61936         0.82041
        9.71239         9.61489         0.82005
        9.71513         9.61042         0.81968
        9.71787         9.60595         0.81931
        9.72061         9.60148         0.81894
        9.72334         9.59701         0.81857
        9.72608         9.59255         0.81821
        9.72882         9.58809         0.81784
        9.73156         9.58363         0.81747
        9.73430         9.57917         0.81710
        9.73704         9.57471         0.81674
        9.73978         9.57025         0.81637
        9.74252         9.56580         0.81600
        9.74526         9.56135         0.81564
        9.74800         9.55690         0.81527
        9.75074         9.55245         0.81490
        9.75348         9.54800         0.81454
        9.75622         9.54356         0.81417
        9.75896         9.53912         0.81381
        9.76170         9.53467         0.81344
        9.76444         9.53024         0.81307
        9.76718         9.52580         0.81271
        9.76992         9.52136         0.81234
        9.77266         9.51693         0.81198
        9.77540         9.51250         0.81161
        9.77814         9.50806         0.81125
        9.78088         9.50364         0.81088
        9.78362         9.49921         0.81052
        9.78636         9.49478         0.81015
        9.78910         9.49036         0.80979
        9.79184         9.48594         0.80943
        9.79458         9.48152         0.80906
        9.79732         9.47710         0.80870
        9.80006         9.47268         0.80833
        9.80280         9.46827         0.80797
        9.80554         9.46386         0.80761
        9.80828         9.45945         0.80724
        9.81102         9.45504         0.80688
        9.81376         9.45063         0.80652
        9.81650         9.44622         0.80615
        9.81924         9.44182         0.80579
        9.82197         9.43742         0.80543
        9.82471         9.43302         0.80507
        9.82745         9.42862         0.80470
        9.83019         9.42422         0.80434
        9.83293         9.41982         0.80398
        9.83567         9.41543         0.80362
        9.83841         9.41104         0.80325
        9.84115         9.40665         0.80289
        9.84389         9.40226         0.80253
        9.84663         9.39787         0.80217
        9.84937         9.39349         0.80181
        9.85211         9.38911         0.80145
        9.85485         9.38473         0.80109
        9.85759         9.38035         0.80072
        9.86033         9.37597         0.80036
        9.86307         9.37159         0.80000
        9.86581         9.36722         0.79964
        9.86855         9.36285         0.79928
        9.87129         9.35847         0.79892
        9.87403         9.35411         0.79856
        9.87677         9.34974         0.79820
        9.87951         9.34537         0.79784
        9.88225         9.34101         0.79748
        9.88499         9.33665         0.79712
        9.88773         9.33229         0.79676
        9.89047         9.32793         0.79640
        9.89321         9.32357         0.79605
        9.89595         9.31922         0.79569
        9.89869         9.31486         0.79533
        9.90143         9.31051         0.79497
        9.90417         9.30616         0.79461
        9.90691         9.30181         0.79425
        9.90965         9.29747         0.79389
        9.91239         9.29312         0.79353
        9.91513         9.28878         0.79318
        9.91787         9.28444         0.79282
        9.92061         9.28010         0.79246
        9.92334         9.27576         0.79210
        9.92608         9.27143         0.79175
        9.92882         9.26709         0.79139
        9.93156         9.26276         0.79103
        9.93430         9.25843         0.79067
        9.93704         9.25410         0.79032
        9.93978         9.24978         0.78996
        9.94252         9.24545         0.78960
        9.94526         9.24113         0.78925
        9.94800         9.23680         0.78889
        9.95074         9.23248         0.78853
        9.95348         9.22817         0.78818
        9.95622         9.22385         0.78782
        9.95896         9.21953         0.78747
        9.96170         9.21522         0.78711
        9.96444         9.21091         0.78676
        9.96718         9.20660         0.78640
        9.96992         9.20229         0.78605
        9.97266         9.19799         0.78569
        9.97540         9.19368         0.78533
        9.97814         9.18938         0.78498
        9.98088         9.18508         0.78463
        9.98362         9.18078         0.78427
        9.98636         9.17648         0.78392
        9.98910         9.17219         0.78356
        9.99184         9.16789         0.78321
        9.99458         9.16360         0.78285
        9.99732         9.15931         0.78250
       10.00006         9.15502         0.78215
       10.00280         9.15073         0.78179
       10.00554         9.14645         0.78144
       10.00828         9.14216         0.78109
       10.01102         9.13788         0.78073
       10.01376         9.13360         0.78038
       10.01650         9.12932         0.78003
       10.01924         9.12505         0.77967
       10.02197         9.12077         0.77932
       10.02471         9.11650         0.77897
       10.02745         9.11223         0.77862
       10.03019         9.10796         0.77826
       10.03293         9.10369         0.77791
       10.03567         9.09942         0.77756
       10.03841         9.09516         0.77721
       10.04115         9.09090         0.77686
       10.04389         9.08664         0.77650
       10.04663         9.08238         0.77615
       10.04937         9.07812         0.77580
       10.05211         9.07386         0.77545
       10.05485         9.06961         0.77510
       10.05759         9.06536         0.77475
       10.06033         9.06110         0.77440
       10.06307         9.05686         0.77405
       10.06581         9.05261         0.77370
       10.06855         9.04836         0.77335
       10.07129         9.04412         0.77300
       10.07403         9.03988         0.77265
       10.07677         9.03564         0.77230
       10.07951         9.03140         0.77195
       10.08225         9.02716         0.77160
       10.08499         9.02292         0.77125
       10.08773         9.01869         0.77090
       10.09047         9.01446         0.77055
       10.09321         9.01023         0.77020
       10.09595         9.00600         0.76985
       10.09869         9.00177         0.76950
       10.10143         8.99755         0.76915
       10.10417         8.99333         0.76880
       10.10691         8.98910         0.76846
       10.10965         8.98488         0.76811
       10.11239         8.98067         0.76776
       10.11513         8.97645         0.76741
       10.11787         8.97224         0.76706
       10.12061         8.96802         0.76672
       10.12334         8.96381         0.76637
       10.12608         8.95960         0.76602
       10.12882         8.95539         0.76567
       10.13156         8.95119         0.76533
       10.13430         8.94698         0.76498
       10.13704         8.94278         0.76463
       10.13978         8.93858         0.76429
       10.14252         8.93438         0.76394
       10.14526         8.93018         0.76359
       10.14800         8.92599         0.76325
       10.15074         8.92179         0.76290
       10.15348         8.91760         0.76255
       10.15622         8.91341         0.76221
       10.15896         8.90922         0.76186
       10.16170         8.90503         0.76152
       10.16444         8.90085         0.76117
       10.16718         8.89666         0.76083
       10.16992         8.89248         0.76048
       10.17266         8.88830         0.76014
       10.17540         8.88412         0.75979
       10.17814         8.87994         0.75945
       10.18088         8.87577         0.75910
       10.18362         8.87160         0.75876
       10.18636         8.86742         0.75841
       10.18910         8.86325         0.75807
       10.19184         8.85908         0.75772
       10.19458         8.85492         0.75738
       10.19732         8.85075         0.75703
       10.20006         8.84659         0.75669
       10.20280         8.84243         0.75635
       10.20554         8.83827         0.75600
       10.20828         8.83411         0.75566
       10.21102         8.82995         0.75532
       10.21376         8.82580         0.75497
       10.21650         8.82164         0.75463
       10.21924         8.81749         0.75429
       10.22197         8.81334         0.75395
       10.22471         8.80919         0.75360
       10.22745         8.80505         0.75326
       10.23019         8.80090         0.75292
       10.23293         8.79676         0.75258
       10.23567         8.79262         0.75223
       10.23841         8.78848         0.75189
       10.24115         8.78434         0.75155
       10.24389         8.78020         0.75121
       10.24663         8.77607         0.75087
       10.24937         8.77194         0.75053
       10.25211         8.76781         0.75018
       10.25485         8.76368         0.74984
       10.25759         8.75955         0.74950
       10.26033         8.75542         0.74916
       10.26307         8.75130         0.74882
       10.26581         8.74717         0.74848
       10.26855         8.74305         0.74814
       10.27129         8.73893         0.74780
       10.27403         8.73482         0.74746
       10.27677         8.73070         0.74712
       10.27951         8.72659         0.74678
       10.28225         8.72247         0.74644
       10.28499         8.71836         0.74610
       10.28773         8.71425         0.74576
       10.29047         8.71015         0.74542
       10.29321         8.70604         0.74508
       10.29595         8.70194         0.74474
       10.29869         8.69783         0.74440
       10.30143         8.69373         0.74407
       10.30417         8.68963         0.74373
       10.30691         8.68554         0.74339
       10.30965         8.68144         0.74305
       10.31239         8.67735         0.74271
       10.31513         8.67325         0.74237
       10.31787         8.66916         0.74204
       10.32061         8.66507         0.74170
       10.32334         8.66099         0.74136
       10.32608         8.65690         0.74102
       10.32882         8.65282         0.74069
       10.33156         8.64873         0.74035
       10.33430         8.64465         0.74001
       10.33704         8.64057         0.73967
       10.33978         8.63650         0.73934
       10.34252         8.63242         0.73900
       10.34526         8.62835         0.73866
       10.34800         8.62428         0.73833
       10.35074         8.62020         0.73799
       10.35348         8.61614         0.73765
       10.35622         8.61207         0.73732
       10.35896         8.60800         0.73698
       10.36170         8.60394         0.73665
       10.36444         8.59988         0.73631
       10.36718         8.59582         0.73598
       10.36992         8.59176         0.73564
       10.37266         8.58770         0.73531
       10.37540         8.58364         0.73497
       10.37814         8.57959         0.73463
       10.38088         8.57554         0.73430
       10.38362         8.57149         0.73397
       10.38636         8.56744         0.73363
       10.38910         8.56339         0.73330
       10.39184         8.55935         0.73296
       10.39458         8.55530         0.73263
       10.39732         8.55126         0.73229
       10.40006         8.54722         0.73196
       10.40280         8.54318         0.73163
       10.40554         8.53914         0.73129
       10.40828         8.53511         0.73096
       10.41102         8.53107         0.73063
       10.41376         8.52704         0.73029
       10.41650         8.52301         0.72996
       10.41924         8.51898         0.72963
       10.42197         8.51496         0.72929
       10.42471         8.51093         0.72896
       10.42745         8.50691         0.72863
       10.43019         8.50288         0.72830
       10.43293         8.49886         0.72796
       10.43567         8.49485         0.72763
       10.43841         8.49083         0.72730
       10.44115         8.48681         0.72697
       10.44389         8.48280         0.72663
       10.44663         8.47879         0.72630
       10.44937         8.47478         0.72597
       10.45211         8.47077         0.72564
       10.45485         8.46676         0.72531
       10.45759         8.46275         0.72498
       10.46033         8.45875         0.72465
