        time            i            I
   50.915000     0.039774      151.811
   50.916667     0.039774      151.815
   50.918333     0.039774      151.819
   50.920000     0.039774      151.823
   50.921667     0.039774      151.827
   50.923333     0.039774      151.831
   50.925000     0.039773      151.835
   50.926667     0.039773      151.839
   50.928333     0.039773      151.843
   50.930000     0.039773      151.847
   50.931667     0.039773      151.851
   50.933333     0.039773      151.855
   50.935000     0.039773      151.859
   50.936667     0.039772      151.863
   50.938333     0.039772      151.867
   50.940000     0.039772      151.871
   50.941667     0.039772      151.875
   50.943333     0.039772      151.879
   50.945000     0.039772      151.883
   50.946667     0.039772      151.887
   50.948333     0.039772      151.891
   50.950000     0.039771      151.895
   50.951667     0.039771      151.899
   50.953333     0.039771      151.903
   50.955000     0.039771      151.906
   50.956667     0.039771      151.910
   50.958333     0.039771      151.914
   50.960000     0.039771      151.918
   50.961667     0.039770      151.922
   50.963333     0.039770      151.926
   50.965000     0.039770      151.930
   50.966667     0.039770      151.934
   50.968333     0.039770      151.938
   50.970000     0.039770      151.942
   50.971667     0.039770      151.946
   50.973333     0.039770      151.950
   50.975000     0.039769      151.954
   50.976667     0.039769      151.958
   50.978333     0.039769      151.962
   50.980000     0.039769      151.966
   50.981667     0.039769      151.970
   50.983333     0.039769      151.974
   50.985000     0.039769      151.978
   50.986667     0.039768      151.982
   50.988333     0.039768      151.986
   50.990000     0.039768      151.990
   50.991667     0.039768      151.994
   50.993333     0.039768      151.998
   50.995000     0.039768      152.002
   50.996667     0.039768      152.006
   50.998333     0.039768      152.010
   51.000000     0.039767      152.014
   51.001667     0.039767      152.018
   51.003333     0.039767      152.022
   51.005000     0.039767      152.026
   51.006667     0.039767      152.030
   51.008333     0.039767      152.034
   51.010000     0.039767      152.038
   51.011667     0.039766      152.042
   51.013333     0.039766      152.046
   51.015000     0.039766      152.050
   51.016667     0.039766      152.054
   51.018333     0.039766      152.058
   51.020000     0.039766      152.062
   51.021667     0.039766      152.066
   51.023333     0.039766      152.070
   51.025000     0.039765      152.074
   51.026667     0.039765      152.077
   51.028333     0.039765      152.081
   51.030000     0.039765      152.085
   51.031667     0.039765      152.089
   51.033333     0.039765      152.093
   51.035000     0.039765      152.097
   51.036667     0.039764      152.101
   51.038333     0.039764      152.105
   51.040000     0.039764      152.109
   51.041667     0.039764      152.113
   51.043333     0.039764      152.117
   51.045000     0.039764      152.121
   51.046667     0.039764      152.125
   51.048333     0.039764      152.129
   51.050000     0.039763      152.133
   51.051667     0.039763      152.137
   51.053333     0.039763      152.141
   51.055000     0.039763      152.145
   51.056667     0.039763      152.149
   51.058333     0.039763      152.153
   51.060000     0.039763      152.157
   51.061667     0.039762      152.161
   51.063333     0.039762      152.165
   51.065000     0.039762      152.169
   51.066667     0.039762      152.173
   51.068333     0.039762      152.177
   51.070000     0.039762      152.181
   51.071667     0.039762      152.185
   51.073333     0.039762      152.189
   51.075000     0.039761      152.193
   51.076667     0.039761      152.197
   51.078333     0.039761      152.201
   51.080000     0.039761      152.205
   51.081667     0.039761      152.209
   51.083333     0.039761      152.213
   51.085000     0.039761      152.217
   51.086667     0.039760      152.221
   51.088333     0.039760      152.225
   51.090000     0.039760      152.229
   51.091667     0.039760      152.233
   51.093333     0.039760      152.237
   51.095000     0.039760      152.241
   51.096667     0.039760      152.244
   51.098333     0.039760      152.248
   51.100000     0.039759      152.252
   51.101667     0.039759      152.256
   51.103333     0.039759      152.260
   51.105000     0.039759      152.264
   51.106667     0.039759      152.268
   51.108333     0.039759      152.272
   51.110000     0.039759      152.276
   51.111667     0.039758      152.280
   51.113333     0.039758      152.284
   51.115000     0.039758      152.288
   51.116667     0.039758      152.292
   51.118333     0.039758      152.296
   51.120000     0.039758      152.300
   51.121667     0.039758      152.304
   51.123333     0.039758      152.308
   51.125000     0.039757      152.312
   51.126667     0.039757      152.316
   51.128333     0.039757      152.320
   51.130000     0.039757      152.324
   51.131667     0.039757      152.328
   51.133333     0.039757      152.332
   51.135000     0.039757      152.336
   51.136667     0.039756      152.340
   51.138333     0.039756      152.344
   51.140000     0.039756      152.348
   51.141667     0.039756      152.352
   51.143333     0.039756      152.356
   51.145000     0.039756      152.360
   51.146667     0.039756      152.364
   51.148333     0.039756      152.368
   51.150000     0.039755      152.372
   51.151667     0.039755      152.376
   51.153333     0.039755      152.380
   51.155000     0.039755      152.384
   51.156667     0.039755      152.388
   51.158333     0.039755      152.392
   51.160000     0.039755      152.396
   51.161667     0.039754      152.400
   51.163333     0.039754      152.404
   51.165000     0.039754      152.407
   51.166667     0.039754      152.411
   51.168333     0.039754      152.415
   51.170000     0.039754      152.419
   51.171667     0.039754      152.423
   51.173333     0.039754      152.427
   51.175000     0.039753      152.431
   51.176667     0.039753      152.435
   51.178333     0.039753      152.439
   51.180000     0.039753      152.443
   51.181667     0.039753      152.447
   51.183333     0.039753      152.451
   51.185000     0.039753      152.455
   51.186667     0.039753      152.459
   51.188333     0.039752      152.463
   51.190000     0.039752      152.467
   51.191667     0.039752      152.471
   51.193333     0.039752      152.475
   51.195000     0.039752      152.479
   51.196667     0.039752      152.483
   51.198333     0.039752      152.487
   51.200000     0.039751      152.491
   51.201667     0.039751      152.495
   51.203333     0.039751      152.499
   51.205000     0.039751      152.503
   51.206667     0.039751      152.507
   51.208333     0.039751      152.511
   51.210000     0.039751      152.515
   51.211667     0.039751      152.519
   51.213333     0.039750      152.523
   51.215000     0.039750      152.527
   51.216667     0.039750      152.531
   51.218333     0.039750      152.535
   51.220000     0.039750      152.539
   51.221667     0.039750      152.543
   51.223333     0.039750      152.547
   51.225000     0.039749      152.551
   51.226667     0.039749      152.555
   51.228333     0.039749      152.559
   51.230000     0.039749      152.563
   51.231667     0.039749      152.567
   51.233333     0.039749      152.570
   51.235000     0.039749      152.574
   51.236667     0.039749      152.578
   51.238333     0.039748      152.582
   51.240000     0.039748      152.586
   51.241667     0.039748      152.590
   51.243333     0.039748      152.594
   51.245000     0.039748      152.598
   51.246667     0.039748      152.602
   51.248333     0.039748      152.606
   51.250000     0.039747      152.610
   51.251667     0.039747      152.614
   51.253333     0.039747      152.618
   51.255000     0.039747      152.622
   51.256667     0.039747      152.626
   51.258333     0.039747      152.630
   51.260000     0.039747      152.634
   51.261667     0.039747      152.638
   51.263333     0.039746      152.642
   51.265000     0.039746      152.646
   51.266667     0.039746      152.650
   51.268333     0.039746      152.654
   51.270000     0.039746      152.658
   51.271667     0.039746      152.662
   51.273333     0.039746      152.666
   51.275000     0.039745      152.670
   51.276667     0.039745      152.674
   51.278333     0.039745      152.678
   51.280000     0.039745      152.682
   51.281667     0.039745      152.686
   51.283333     0.039745      152.690
   51.285000     0.039745      152.694
   51.286667     0.039745      152.698
   51.288333     0.039744      152.702
   51.290000     0.039744      152.706
   51.291667     0.039744      152.710
   51.293333     0.039744      152.714
   51.295000     0.039744      152.718
   51.296667     0.039744      152.722
   51.298333     0.039744      152.725
   51.300000     0.039744      152.729
   51.301667     0.039743      152.733
   51.303333     0.039743      152.737
   51.305000     0.039743      152.741
   51.306667     0.039743      152.745
   51.308333     0.039743      152.749
   51.310000     0.039743      152.753
   51.311667     0.039743      152.757
   51.313333     0.039742      152.761
   51.315000     0.039742      152.765
   51.316667     0.039742      152.769
   51.318333     0.039742      152.773
   51.320000     0.039742      152.777
   51.321667     0.039742      152.781
   51.323333     0.039742      152.785
   51.325000     0.039742      152.789
   51.326667     0.039741      152.793
   51.328333     0.039741      152.797
   51.330000     0.039741      152.801
   51.331667     0.039741      152.805
   51.333333     0.039741      152.809
   51.335000     0.039741      152.813
   51.336667     0.039741      152.817
   51.338333     0.039740      152.821
   51.340000     0.039740      152.825
   51.341667     0.039740      152.829
   51.343333     0.039740      152.833
   51.345000     0.039740      152.837
   51.346667     0.039740      152.841
   51.348333     0.039740      152.845
   51.350000     0.039740      152.849
   51.351667     0.039739      152.853
   51.353333     0.039739      152.857
   51.355000     0.039739      152.861
   51.356667     0.039739      152.865
   51.358333     0.039739      152.869
   51.360000     0.039739      152.873
   51.361667     0.039739      152.877
   51.363333     0.039738      152.880
   51.365000     0.039738      152.884
   51.366667     0.039738      152.888
   51.368333     0.039738      152.892
   51.370000     0.039738      152.896
   51.371667     0.039738      152.900
   51.373333     0.039738      152.904
   51.375000     0.039738      152.908
   51.376667     0.039737      152.912
   51.378333     0.039737      152.916
   51.380000     0.039737      152.920
   51.381667     0.039737      152.924
   51.383333     0.039737      152.928
   51.385000     0.039737      152.932
   51.386667     0.039737      152.936
   51.388333     0.039737      152.940
   51.390000     0.039736      152.944
   51.391667     0.039736      152.948
   51.393333     0.039736      152.952
   51.395000     0.039736      152.956
   51.396667     0.039736      152.960
   51.398333     0.039736      152.964
   51.400000     0.039736      152.968
   51.401667     0.039735      152.972
   51.403333     0.039735      152.976
   51.405000     0.039735      152.980
   51.406667     0.039735      152.984
   51.408333     0.039735      152.988
   51.410000     0.039735      152.992
   51.411667     0.039735      152.996
   51.413333     0.039735      153.000
   51.415000     0.039734      153.004
   51.416667     0.039734      153.008
   51.418333     0.039734      153.012
   51.420000     0.039734      153.016
   51.421667     0.039734      153.020
   51.423333     0.039734      153.024
   51.425000     0.039734      153.028
   51.426667     0.039733      153.031
   51.428333     0.039733      153.035
   51.430000     0.039733      153.039
   51.431667     0.039733      153.043
   51.433333     0.039733      153.047
   51.435000     0.039733      153.051
   51.436667     0.039733      153.055
   51.438333     0.039733      153.059
   51.440000     0.039732      153.063
   51.441667     0.039732      153.067
   51.443333     0.039732      153.071
   51.445000     0.039732      153.075
   51.446667     0.039732      153.079
   51.448333     0.039732      153.083
   51.450000     0.039732      153.087
   51.451667     0.039732      153.091
   51.453333     0.039731      153.095
   51.455000     0.039731      153.099
   51.456667     0.039731      153.103
   51.458333     0.039731      153.107
   51.460000     0.039731      153.111
   51.461667     0.039731      153.115
   51.463333     0.039731      153.119
   51.465000     0.039730      153.123
   51.466667     0.039730      153.127
   51.468333     0.039730      153.131
   51.470000     0.039730      153.135
   51.471667     0.039730      153.139
   51.473333     0.039730      153.143
   51.475000     0.039730      153.147
   51.476667     0.039730      153.151
   51.478333     0.039729      153.155
   51.480000     0.039729      153.159
   51.481667     0.039729      153.163
   51.483333     0.039729      153.167
   51.485000     0.039729      153.171
   51.486667     0.039729      153.175
   51.488333     0.039729      153.178
   51.490000     0.039728      153.182
   51.491667     0.039728      153.186
   51.493333     0.039728      153.190
   51.495000     0.039728      153.194
   51.496667     0.039728      153.198
   51.498333     0.039728      153.202
   51.500000     0.039728      153.206
   51.501667     0.039728      153.210
   51.503333     0.039727      153.214
   51.505000     0.039727      153.218
   51.506667     0.039727      153.222
   51.508333     0.039727      153.226
   51.510000     0.039727      153.230
   51.511667     0.039727      153.234
   51.513333     0.039727      153.238
   51.515000     0.039727      153.242
   51.516667     0.039726      153.246
   51.518333     0.039726      153.250
   51.520000     0.039726      153.254
   51.521667     0.039726      153.258
   51.523333     0.039726      153.262
   51.525000     0.039726      153.266
   51.526667     0.039726      153.270
   51.528333     0.039725      153.274
   51.530000     0.039725      153.278
   51.531667     0.039725      153.282
   51.533333     0.039725      153.286
   51.535000     0.039725      153.290
   51.536667     0.039725      153.294
   51.538333     0.039725      153.298
   51.540000     0.039725      153.302
   51.541667     0.039724      153.306
   51.543333     0.039724      153.310
   51.545000     0.039724      153.314
   51.546667     0.039724      153.318
   51.548333     0.039724      153.321
   51.550000     0.039724      153.325
   51.551667     0.039724      153.329
   51.553333     0.039724      153.333
   51.555000     0.039723      153.337
   51.556667     0.039723      153.341
   51.558333     0.039723      153.345
   51.560000     0.039723      153.349
   51.561667     0.039723      153.353
   51.563333     0.039723      153.357
   51.565000     0.039723      153.361
   51.566667     0.039722      153.365
   51.568333     0.039722      153.369
   51.570000     0.039722      153.373
   51.571667     0.039722      153.377
   51.573333     0.039722      153.381
   51.575000     0.039722      153.385
   51.576667     0.039722      153.389
   51.578333     0.039722      153.393
   51.580000     0.039721      153.397
   51.581667     0.039721      153.401
   51.583333     0.039721      153.405
   51.585000     0.039721      153.409
   51.586667     0.039721      153.413
   51.588333     0.039721      153.417
   51.590000     0.039721      153.421
   51.591667     0.039720      153.425
   51.593333     0.039720      153.429
   51.595000     0.039720      153.433
   51.596667     0.039720      153.437
   51.598333     0.039720      153.441
   51.600000     0.039720      153.445
   51.601667     0.039720      153.449
   51.603333     0.039720      153.453
   51.605000     0.039719      153.457
   51.606667     0.039719      153.461
   51.608333     0.039719      153.464
   51.610000     0.039719      153.468
   51.611667     0.039719      153.472
   51.613333     0.039719      153.476
   51.615000     0.039719      153.480
   51.616667     0.039719      153.484
   51.618333     0.039718      153.488
   51.620000     0.039718      153.492
   51.621667     0.039718      153.496
   51.623333     0.039718      153.500
   51.625000     0.039718      153.504
   51.626667     0.039718      153.508
   51.628333     0.039718      153.512
   51.630000     0.039717      153.516
   51.631667     0.039717      153.520
   51.633333     0.039717      153.524
   51.635000     0.039717      153.528
   51.636667     0.039717      153.532
   51.638333     0.039717      153.536
   51.640000     0.039717      153.540
   51.641667     0.039717      153.544
   51.643333     0.039716      153.548
   51.645000     0.039716      153.552
   51.646667     0.039716      153.556
   51.648333     0.039716      153.560
   51.650000     0.039716      153.564
   51.651667     0.039716      153.568
   51.653333     0.039716      153.572
   51.655000     0.039716      153.576
   51.656667     0.039715      153.580
   51.658333     0.039715      153.584
   51.660000     0.039715      153.588
   51.661667     0.039715      153.592
   51.663333     0.039715      153.596
   51.665000     0.039715      153.600
   51.666667     0.039715      153.604
   51.668333     0.039714      153.607
   51.670000     0.039714      153.611
   51.671667     0.039714      153.615
   51.673333     0.039714      153.619
   51.675000     0.039714      153.623
   51.676667     0.039714      153.627
   51.678333     0.039714      153.631
   51.680000     0.039714      153.635
   51.681667     0.039713      153.639
   51.683333     0.039713      153.643
   51.685000     0.039713      153.647
   51.686667     0.039713      153.651
   51.688333     0.039713      153.655
   51.690000     0.039713      153.659
   51.691667     0.039713      153.663
   51.693333     0.039713      153.667
   51.695000     0.039712      153.671
   51.696667     0.039712      153.675
   51.698333     0.039712      153.679
   51.700000     0.039712      153.683
   51.701667     0.039712      153.687
   51.703333     0.039712      153.691
   51.705000     0.039712      153.695
   51.706667     0.039711      153.699
   51.708333     0.039711      153.703
   51.710000     0.039711      153.707
   51.711667     0.039711      153.711
   51.713333     0.039711      153.715
   51.715000     0.039711      153.719
   51.716667     0.039711      153.723
   51.718333     0.039711      153.727
   51.720000     0.039710      153.731
   51.721667     0.039710      153.735
   51.723333     0.039710      153.739
   51.725000     0.039710      153.742
   51.726667     0.039710      153.746
   51.728333     0.039710      153.750
   51.730000     0.039710      153.754
   51.731667     0.039710      153.758
   51.733333     0.039709      153.762
   51.735000     0.039709      153.766
   51.736667     0.039709      153.770
   51.738333     0.039709      153.774
   51.740000     0.039709      153.778
   51.741667     0.039709      153.782
   51.743333     0.039709      153.786
   51.745000     0.039708      153.790
   51.746667     0.039708      153.794
   51.748333     0.039708      153.798
   51.750000     0.039708      153.802
   51.751667     0.039708      153.806
   51.753333     0.039708      153.810
   51.755000     0.039708      153.814
   51.756667     0.039708      153.818
   51.758333     0.039707      153.822
   51.760000     0.039707      153.826
   51.761667     0.039707      153.830
   51.763333     0.039707      153.834
   51.765000     0.039707      153.838
   51.766667     0.039707      153.842
   51.768333     0.039707      153.846
   51.770000     0.039707      153.850
   51.771667     0.039706      153.854
   51.773333     0.039706      153.858
   51.775000     0.039706      153.862
   51.776667     0.039706      153.866
   51.778333     0.039706      153.870
   51.780000     0.039706      153.874
   51.781667     0.039706      153.878
   51.783333     0.039705      153.881
   51.785000     0.039705      153.885
   51.786667     0.039705      153.889
   51.788333     0.039705      153.893
   51.790000     0.039705      153.897
   51.791667     0.039705      153.901
   51.793333     0.039705      153.905
   51.795000     0.039705      153.909
   51.796667     0.039704      153.913
   51.798333     0.039704      153.917
   51.800000     0.039704      153.921
   51.801667     0.039704      153.925
   51.803333     0.039704      153.929
   51.805000     0.039704      153.933
   51.806667     0.039704      153.937
   51.808333     0.039704      153.941
   51.810000     0.039703      153.945
   51.811667     0.039703      153.949
   51.813333     0.039703      153.953
   51.815000     0.039703      153.957
   51.816667     0.039703      153.961
   51.818333     0.039703      153.965
   51.820000     0.039703      153.969
   51.821667     0.039703      153.973
   51.823333     0.039702      153.977
   51.825000     0.039702      153.981
   51.826667     0.039702      153.985
   51.828333     0.039702      153.989
   51.830000     0.039702      153.993
   51.831667     0.039702      153.997
   51.833333     0.039702      154.001
   51.835000     0.039701      154.005
   51.836667     0.039701      154.009
   51.838333     0.039701      154.012
   51.840000     0.039701      154.016
   51.841667     0.039701      154.020
   51.843333     0.039701      154.024
   51.845000     0.039701      154.028
   51.846667     0.039701      154.032
   51.848333     0.039700      154.036
   51.850000     0.039700      154.040
   51.851667     0.039700      154.044
   51.853333     0.039700      154.048
   51.855000     0.039700      154.052
   51.856667     0.039700      154.056
   51.858333     0.039700      154.060
   51.860000     0.039700      154.064
   51.861667     0.039699      154.068
   51.863333     0.039699      154.072
   51.865000     0.039699      154.076
   51.866667     0.039699      154.080
   51.868333     0.039699      154.084
   51.870000     0.039699      154.088
   51.871667     0.039699      154.092
   51.873333     0.039698      154.096
   51.875000     0.039698      154.100
   51.876667     0.039698      154.104
   51.878333     0.039698      154.108
   51.880000     0.039698      154.112
   51.881667     0.039698      154.116
   51.883333     0.039698      154.120
   51.885000     0.039698      154.124
   51.886667     0.039697      154.128
   51.888333     0.039697      154.132
   51.890000     0.039697      154.136
   51.891667     0.039697      154.140
   51.893333     0.039697      154.144
   51.895000     0.039697      154.147
   51.896667     0.039697      154.151
   51.898333     0.039697      154.155
   51.900000     0.039696      154.159
   51.901667     0.039696      154.163
   51.903333     0.039696      154.167
   51.905000     0.039696      154.171
   51.906667     0.039696      154.175
   51.908333     0.039696      154.179
   51.910000     0.039696      154.183
   51.911667     0.039696      154.187
   51.913333     0.039695      154.191
   51.915000     0.039695      154.195
   51.916667     0.039695      154.199
   51.918333     0.039695      154.203
   51.920000     0.039695      154.207
   51.921667     0.039695      154.211
   51.923333     0.039695      154.215
   51.925000     0.039694      154.219
   51.926667     0.039694      154.223
   51.928333     0.039694      154.227
   51.930000     0.039694      154.231
   51.931667     0.039694      154.235
   51.933333     0.039694      154.239
   51.935000     0.039694      154.243
   51.936667     0.039694      154.247
   51.938333     0.039693      154.251
   51.940000     0.039693      154.255
   51.941667     0.039693      154.259
   51.943333     0.039693      154.263
   51.945000     0.039693      154.267
   51.946667     0.039693      154.271
   51.948333     0.039693      154.274
   51.950000     0.039693      154.278
   51.951667     0.039692      154.282
   51.953333     0.039692      154.286
   51.955000     0.039692      154.290
   51.956667     0.039692      154.294
   51.958333     0.039692      154.298
   51.960000     0.039692      154.302
   51.961667     0.039692      154.306
   51.963333     0.039691      154.310
   51.965000     0.039691      154.314
   51.966667     0.039691      154.318
   51.968333     0.039691      154.322
   51.970000     0.039691      154.326
   51.971667     0.039691      154.330
   51.973333     0.039691      154.334
   51.975000     0.039691      154.338
   51.976667     0.039690      154.342
   51.978333     0.039690      154.346
   51.980000     0.039690      154.350
   51.981667     0.039690      154.354
   51.983333     0.039690      154.358
   51.985000     0.039690      154.362
   51.986667     0.039690      154.366
   51.988333     0.039690      154.370
   51.990000     0.039689      154.374
   51.991667     0.039689      154.378
   51.993333     0.039689      154.382
   51.995000     0.039689      154.386
   51.996667     0.039689      154.390
   51.998333     0.039689      154.394
   52.000000     0.039689      154.398
   52.001667     0.039689      154.402
   52.003333     0.039688      154.405
   52.005000     0.039688      154.409
   52.006667     0.039688      154.413
   52.008333     0.039688      154.417
   52.010000     0.039688      154.421
   52.011667     0.039688      154.425
   52.013333     0.039688      154.429
   52.015000     0.039687      154.433
   52.016667     0.039687      154.437
   52.018333     0.039687      154.441
   52.020000     0.039687      154.445
   52.021667     0.039687      154.449
   52.023333     0.039687      154.453
   52.025000     0.039687      154.457
   52.026667     0.039687      154.461
   52.028333     0.039686      154.465
   52.030000     0.039686      154.469
   52.031667     0.039686      154.473
   52.033333     0.039686      154.477
   52.035000     0.039686      154.481
   52.036667     0.039686      154.485
   52.038333     0.039686      154.489
   52.040000     0.039686      154.493
   52.041667     0.039685      154.497
   52.043333     0.039685      154.501
   52.045000     0.039685      154.505
   52.046667     0.039685      154.509
   52.048333     0.039685      154.513
   52.050000     0.039685      154.517
   52.051667     0.039685      154.521
   52.053333     0.039685      154.525
   52.055000     0.039684      154.529
   52.056667     0.039684      154.532
   52.058333     0.039684      154.536
   52.060000     0.039684      154.540
   52.061667     0.039684      154.544
   52.063333     0.039684      154.548
   52.065000     0.039684      154.552
   52.066667     0.039683      154.556
   52.068333     0.039683      154.560
   52.070000     0.039683      154.564
   52.071667     0.039683      154.568
   52.073333     0.039683      154.572
   52.075000     0.039683      154.576
   52.076667     0.039683      154.580
   52.078333     0.039683      154.584
   52.080000     0.039682      154.588
   52.081667     0.039682      154.592
   52.083333     0.039682      154.596
   52.085000     0.039682      154.600
   52.086667     0.039682      154.604
   52.088333     0.039682      154.608
   52.090000     0.039682      154.612
   52.091667     0.039682      154.616
   52.093333     0.039681      154.620
   52.095000     0.039681      154.624
   52.096667     0.039681      154.628
   52.098333     0.039681      154.632
   52.100000     0.039681      154.636
   52.101667     0.039681      154.640
   52.103333     0.039681      154.644
   52.105000     0.039681      154.648
   52.106667     0.039680      154.652
   52.108333     0.039680      154.655
   52.110000     0.039680      154.659
   52.111667     0.039680      154.663
   52.113333     0.039680      154.667
   52.115000     0.039680      154.671
   52.116667     0.039680      154.675
   52.118333     0.039680      154.679
   52.120000     0.039679      154.683
   52.121667     0.039679      154.687
   52.123333     0.039679      154.691
   52.125000     0.039679      154.695
   52.126667     0.039679      154.699
   52.128333     0.039679      154.703
   52.130000     0.039679      154.707
   52.131667     0.039678      154.711
   52.133333     0.039678      154.715
   52.135000     0.039678      154.719
   52.136667     0.039678      154.723
   52.138333     0.039678      154.727
   52.140000     0.039678      154.731
   52.141667     0.039678      154.735
   52.143333     0.039678      154.739
   52.145000     0.039677      154.743
   52.146667     0.039677      154.747
   52.148333     0.039677      154.751
   52.150000     0.039677      154.755
   52.151667     0.039677      154.759
   52.153333     0.039677      154.763
   52.155000     0.039677      154.767
   52.156667     0.039677      154.771
   52.158333     0.039676      154.775
   52.160000     0.039676      154.778
   52.161667     0.039676      154.782
   52.163333     0.039676      154.786
   52.165000     0.039676      154.790
   52.166667     0.039676      154.794
   52.168333     0.039676      154.798
   52.170000     0.039676      154.802
   52.171667     0.039675      154.806
   52.173333     0.039675      154.810
   52.175000     0.039675      154.814
   52.176667     0.039675      154.818
   52.178333     0.039675      154.822
   52.180000     0.039675      154.826
   52.181667     0.039675      154.830
   52.183333     0.039674      154.834
   52.185000     0.039674      154.838
   52.186667     0.039674      154.842
   52.188333     0.039674      154.846
   52.190000     0.039674      154.850
   52.191667     0.039674      154.854
   52.193333     0.039674      154.858
   52.195000     0.039674      154.862
   52.196667     0.039673      154.866
   52.198333     0.039673      154.870
   52.200000     0.039673      154.874
   52.201667     0.039673      154.878
   52.203333     0.039673      154.882
   52.205000     0.039673      154.886
   52.206667     0.039673      154.890
   52.208333     0.039673      154.894
   52.210000     0.039672      154.898
   52.211667     0.039672      154.901
   52.213333     0.039672      154.905
   52.215000     0.039672      154.909
   52.216667     0.039672      154.913
   52.218333     0.039672      154.917
   52.220000     0.039672      154.921
   52.221667     0.039672      154.925
   52.223333     0.039671      154.929
   52.225000     0.039671      154.933
   52.226667     0.039671      154.937
   52.228333     0.039671      154.941
   52.230000     0.039671      154.945
   52.231667     0.039671      154.949
   52.233333     0.039671      154.953
   52.235000     0.039671      154.957
   52.236667     0.039670      154.961
   52.238333     0.039670      154.965
   52.240000     0.039670      154.969
   52.241667     0.039670      154.973
   52.243333     0.039670      154.977
   52.245000     0.039670      154.981
   52.246667     0.039670      154.985
   52.248333     0.039669      154.989
   52.250000     0.039669      154.993
   52.251667     0.039669      154.997
   52.253333     0.039669      155.001
   52.255000     0.039669      155.005
   52.256667     0.039669      155.009
   52.258333     0.039669      155.013
   52.260000     0.039669      155.017
   52.261667     0.039668      155.020
   52.263333     0.039668      155.024
   52.265000     0.039668      155.028
   52.266667     0.039668      155.032
   52.268333     0.039668      155.036
   52.270000     0.039668      155.040
   52.271667     0.039668      155.044
   52.273333     0.039668      155.048
   52.275000     0.039667      155.052
   52.276667     0.039667      155.056
   52.278333     0.039667      155.060
   52.280000     0.039667      155.064
   52.281667     0.039667      155.068
   52.283333     0.039667      155.072
   52.285000     0.039667      155.076
   52.286667     0.039667      155.080
   52.288333     0.039666      155.084
   52.290000     0.039666      155.088
   52.291667     0.039666      155.092
   52.293333     0.039666      155.096
   52.295000     0.039666      155.100
   52.296667     0.039666      155.104
   52.298333     0.039666      155.108
   52.300000     0.039666      155.112
   52.301667     0.039665      155.116
   52.303333     0.039665      155.120
   52.305000     0.039665      155.124
   52.306667     0.039665      155.128
   52.308333     0.039665      155.132
   52.310000     0.039665      155.136
   52.311667     0.039665      155.139
   52.313333     0.039665      155.143
   52.315000     0.039664      155.147
   52.316667     0.039664      155.151
   52.318333     0.039664      155.155
   52.320000     0.039664      155.159
   52.321667     0.039664      155.163
   52.323333     0.039664      155.167
   52.325000     0.039664      155.171
   52.326667     0.039663      155.175
   52.328333     0.039663      155.179
   52.330000     0.039663      155.183
   52.331667     0.039663      155.187
   52.333333     0.039663      155.191
   52.335000     0.039663      155.195
   52.336667     0.039663      155.199
   52.338333     0.039663      155.203
   52.340000     0.039662      155.207
   52.341667     0.039662      155.211
   52.343333     0.039662      155.215
   52.345000     0.039662      155.219
   52.346667     0.039662      155.223
   52.348333     0.039662      155.227
   52.350000     0.039662      155.231
   52.351667     0.039662      155.235
   52.353333     0.039661      155.239
   52.355000     0.039661      155.243
   52.356667     0.039661      155.247
   52.358333     0.039661      155.251
   52.360000     0.039661      155.255
   52.361667     0.039661      155.258
   52.363333     0.039661      155.262
   52.365000     0.039661      155.266
   52.366667     0.039660      155.270
   52.368333     0.039660      155.274
   52.370000     0.039660      155.278
   52.371667     0.039660      155.282
   52.373333     0.039660      155.286
   52.375000     0.039660      155.290
   52.376667     0.039660      155.294
   52.378333     0.039660      155.298
   52.380000     0.039659      155.302
   52.381667     0.039659      155.306
   52.383333     0.039659      155.310
   52.385000     0.039659      155.314
   52.386667     0.039659      155.318
   52.388333     0.039659      155.322
   52.390000     0.039659      155.326
   52.391667     0.039659      155.330
   52.393333     0.039658      155.334
   52.395000     0.039658      155.338
   52.396667     0.039658      155.342
   52.398333     0.039658      155.346
   52.400000     0.039658      155.350
   52.401667     0.039658      155.354
   52.403333     0.039658      155.358
   52.405000     0.039657      155.362
   52.406667     0.039657      155.366
   52.408333     0.039657      155.370
   52.410000     0.039657      155.373
   52.411667     0.039657      155.377
   52.413333     0.039657      155.381
   52.415000     0.039657      155.385
   52.416667     0.039657      155.389
   52.418333     0.039656      155.393
   52.420000     0.039656      155.397
   52.421667     0.039656      155.401
   52.423333     0.039656      155.405
   52.425000     0.039656      155.409
   52.426667     0.039656      155.413
   52.428333     0.039656      155.417
   52.430000     0.039656      155.421
   52.431667     0.039655      155.425
   52.433333     0.039655      155.429
   52.435000     0.039655      155.433
   52.436667     0.039655      155.437
   52.438333     0.039655      155.441
   52.440000     0.039655      155.445
   52.441667     0.039655      155.449
   52.443333     0.039655      155.453
   52.445000     0.039654      155.457
   52.446667     0.039654      155.461
   52.448333     0.039654      155.465
   52.450000     0.039654      155.469
   52.451667     0.039654      155.473
   52.453333     0.039654      155.477
   52.455000     0.039654      155.481
   52.456667     0.039654      155.485
   52.458333     0.039653      155.488
   52.460000     0.039653      155.492
   52.461667     0.039653      155.496
   52.463333     0.039653      155.500
   52.465000     0.039653      155.504
   52.466667     0.039653      155.508
