        time            i            I
    0.001667     1.992145        0.396
    0.003333     1.415467        0.562
    0.005000     1.159993        0.689
    0.006667     1.007706        0.797
    0.008333     0.903781        0.892
    0.010000     0.827071        0.979
    0.011667     0.767452        1.058
    0.013333     0.719396        1.132
    0.015000     0.679591        1.202
    0.016667     0.645919        1.269
    0.018333     0.616951        1.332
    0.020000     0.591683        1.392
    0.021667     0.569391        1.450
    0.023333     0.549533        1.506
    0.025000     0.531696        1.560
    0.026667     0.515559        1.612
    0.028333     0.500868        1.663
    0.030000     0.487419        1.713
    0.031667     0.475046        1.761
    0.033333     0.463614        1.808
    0.035000     0.453009        1.853
    0.036667     0.443136        1.898
    0.038333     0.433914        1.942
    0.040000     0.425274        1.985
    0.041667     0.417159        2.027
    0.043333     0.409516        2.069
    0.045000     0.402303        2.109
    0.046667     0.395479        2.149
    0.048333     0.389012        2.188
    0.050000     0.382871        2.227
    0.051667     0.377030        2.265
    0.053333     0.371465        2.302
    0.055000     0.366155        2.339
    0.056667     0.361081        2.375
    0.058333     0.356226        2.411
    0.060000     0.351575        2.447
    0.061667     0.347114        2.482
    0.063333     0.342831        2.516
    0.065000     0.338713        2.550
    0.066667     0.334751        2.584
    0.068333     0.330935        2.617
    0.070000     0.327255        2.650
    0.071667     0.323706        2.683
    0.073333     0.320278        2.715
    0.075000     0.316965        2.747
    0.076667     0.313760        2.778
    0.078333     0.310659        2.809
    0.080000     0.307655        2.840
    0.081667     0.304743        2.871
    0.083333     0.301920        2.901
    0.085000     0.299180        2.931
    0.086667     0.296519        2.961
    0.088333     0.293934        2.991
    0.090000     0.291422        3.020
    0.091667     0.288978        3.049
    0.093333     0.286600        3.078
    0.095000     0.284285        3.106
    0.096667     0.282030        3.135
    0.098333     0.279833        3.163
    0.100000     0.277691        3.191
    0.101667     0.275602        3.218
    0.103333     0.273564        3.246
    0.105000     0.271574        3.273
    0.106667     0.269631        3.300
    0.108333     0.267734        3.327
    0.110000     0.265880        3.354
    0.111667     0.264067        3.380
    0.113333     0.262295        3.406
    0.115000     0.260561        3.433
    0.116667     0.258865        3.458
    0.118333     0.257204        3.484
    0.120000     0.255579        3.510
    0.121667     0.253987        3.535
    0.123333     0.252427        3.561
    0.125000     0.250899        3.586
    0.126667     0.249401        3.611
    0.128333     0.247932        3.636
    0.130000     0.246492        3.660
    0.131667     0.245079        3.685
    0.133333     0.243693        3.709
    0.135000     0.242333        3.734
    0.136667     0.240997        3.758
    0.138333     0.239686        3.782
    0.140000     0.238398        3.806
    0.141667     0.237133        3.830
    0.143333     0.235891        3.853
    0.145000     0.234670        3.877
    0.146667     0.233469        3.900
    0.148333     0.232289        3.924
    0.150000     0.231129        3.947
    0.151667     0.229988        3.970
    0.153333     0.228866        3.993
    0.155000     0.227761        4.016
    0.156667     0.226675        4.038
    0.158333     0.225606        4.061
    0.160000     0.224553        4.083
    0.161667     0.223517        4.106
    0.163333     0.222497        4.128
    0.165000     0.221492        4.150
    0.166667     0.220503        4.172
    0.168333     0.219528        4.194
    0.170000     0.218568        4.216
    0.171667     0.217621        4.238
    0.173333     0.216689        4.260
    0.175000     0.215769        4.281
    0.176667     0.214863        4.303
    0.178333     0.213970        4.324
    0.180000     0.213089        4.346
    0.181667     0.212220        4.367
    0.183333     0.211363        4.388
    0.185000     0.210518        4.409
    0.186667     0.209684        4.430
    0.188333     0.208861        4.451
    0.190000     0.208049        4.472
    0.191667     0.207248        4.493
    0.193333     0.206457        4.514
    0.195000     0.205676        4.534
    0.196667     0.204905        4.555
    0.198333     0.204144        4.575
    0.200000     0.203393        4.596
    0.201667     0.202651        4.616
    0.203333     0.201918        4.636
    0.205000     0.201194        4.656
    0.206667     0.200478        4.676
    0.208333     0.199772        4.696
    0.210000     0.199074        4.716
    0.211667     0.198384        4.736
    0.213333     0.197702        4.756
    0.215000     0.197028        4.776
    0.216667     0.196362        4.795
    0.218333     0.195704        4.815
    0.220000     0.195053        4.834
    0.221667     0.194410        4.854
    0.223333     0.193774        4.873
    0.225000     0.193144        4.893
    0.226667     0.192522        4.912
    0.228333     0.191907        4.931
    0.230000     0.191298        4.950
    0.231667     0.190696        4.969
    0.233333     0.190101        4.988
    0.235000     0.189512        5.007
    0.236667     0.188929        5.026
    0.238333     0.188352        5.045
    0.240000     0.187781        5.064
    0.241667     0.187216        5.083
    0.243333     0.186657        5.102
    0.245000     0.186104        5.120
    0.246667     0.185557        5.139
    0.248333     0.185014        5.157
    0.250000     0.184478        5.176
    0.251667     0.183946        5.194
    0.253333     0.183420        5.213
    0.255000     0.182900        5.231
    0.256667     0.182384        5.249
    0.258333     0.181873        5.267
    0.260000     0.181367        5.285
    0.261667     0.180866        5.304
    0.263333     0.180370        5.322
    0.265000     0.179878        5.340
    0.266667     0.179392        5.358
    0.268333     0.178909        5.376
    0.270000     0.178431        5.393
    0.271667     0.177958        5.411
    0.273333     0.177489        5.429
    0.275000     0.177024        5.447
    0.276667     0.176564        5.464
    0.278333     0.176107        5.482
    0.280000     0.175655        5.500
    0.281667     0.175207        5.517
    0.283333     0.174762        5.535
    0.285000     0.174322        5.552
    0.286667     0.173885        5.570
    0.288333     0.173452        5.587
    0.290000     0.173023        5.604
    0.291667     0.172598        5.622
    0.293333     0.172176        5.639
    0.295000     0.171758        5.656
    0.296667     0.171344        5.673
    0.298333     0.170933        5.690
    0.300000     0.170525        5.707
    0.301667     0.170121        5.724
    0.303333     0.169720        5.741
    0.305000     0.169322        5.758
    0.306667     0.168928        5.775
    0.308333     0.168537        5.792
    0.310000     0.168149        5.809
    0.311667     0.167764        5.826
    0.313333     0.167382        5.842
    0.315000     0.167004        5.859
    0.316667     0.166628        5.876
    0.318333     0.166255        5.892
    0.320000     0.165885        5.909
    0.321667     0.165518        5.926
    0.323333     0.165154        5.942
    0.325000     0.164793        5.959
    0.326667     0.164435        5.975
    0.328333     0.164079        5.992
    0.330000     0.163726        6.008
    0.331667     0.163375        6.024
    0.333333     0.163028        6.041
    0.335000     0.162683        6.057
    0.336667     0.162340        6.073
    0.338333     0.162000        6.089
    0.340000     0.161662        6.106
    0.341667     0.161327        6.122
    0.343333     0.160995        6.138
    0.345000     0.160665        6.154
    0.346667     0.160337        6.170
    0.348333     0.160012        6.186
    0.350000     0.159688        6.202
    0.351667     0.159368        6.218
    0.353333     0.159049        6.234
    0.355000     0.158733        6.250
    0.356667     0.158419        6.266
    0.358333     0.158107        6.281
    0.360000     0.157798        6.297
    0.361667     0.157490        6.313
    0.363333     0.157185        6.329
    0.365000     0.156882        6.344
    0.366667     0.156580        6.360
    0.368333     0.156281        6.376
    0.370000     0.155984        6.391
    0.371667     0.155689        6.407
    0.373333     0.155396        6.422
    0.375000     0.155105        6.438
    0.376667     0.154816        6.454
    0.378333     0.154528        6.469
    0.380000     0.154243        6.484
    0.381667     0.153960        6.500
    0.383333     0.153678        6.515
    0.385000     0.153398        6.531
    0.386667     0.153120        6.546
    0.388333     0.152844        6.561
    0.390000     0.152569        6.576
    0.391667     0.152297        6.592
    0.393333     0.152026        6.607
    0.395000     0.151757        6.622
    0.396667     0.151489        6.637
    0.398333     0.151223        6.652
    0.400000     0.150959        6.668
    0.401667     0.150697        6.683
    0.403333     0.150436        6.698
    0.405000     0.150177        6.713
    0.406667     0.149919        6.728
    0.408333     0.149663        6.743
    0.410000     0.149409        6.758
    0.411667     0.149156        6.773
    0.413333     0.148904        6.787
    0.415000     0.148655        6.802
    0.416667     0.148406        6.817
    0.418333     0.148159        6.832
    0.420000     0.147914        6.847
    0.421667     0.147670        6.862
    0.423333     0.147428        6.876
    0.425000     0.147186        6.891
    0.426667     0.146947        6.906
    0.428333     0.146709        6.920
    0.430000     0.146472        6.935
    0.431667     0.146236        6.950
    0.433333     0.146002        6.964
    0.435000     0.145770        6.979
    0.436667     0.145538        6.994
    0.438333     0.145308        7.008
    0.440000     0.145079        7.023
    0.441667     0.144852        7.037
    0.443333     0.144626        7.052
    0.445000     0.144401        7.066
    0.446667     0.144177        7.080
    0.448333     0.143955        7.095
    0.450000     0.143734        7.109
    0.451667     0.143514        7.124
    0.453333     0.143295        7.138
    0.455000     0.143078        7.152
    0.456667     0.142861        7.167
    0.458333     0.142646        7.181
    0.460000     0.142432        7.195
    0.461667     0.142220        7.209
    0.463333     0.142008        7.224
    0.465000     0.141798        7.238
    0.466667     0.141588        7.252
    0.468333     0.141380        7.266
    0.470000     0.141173        7.280
    0.471667     0.140967        7.294
    0.473333     0.140762        7.308
    0.475000     0.140558        7.322
    0.476667     0.140356        7.336
    0.478333     0.140154        7.350
    0.480000     0.139953        7.364
    0.481667     0.139754        7.378
    0.483333     0.139555        7.392
    0.485000     0.139358        7.406
    0.486667     0.139161        7.420
    0.488333     0.138966        7.434
    0.490000     0.138771        7.448
    0.491667     0.138578        7.462
    0.493333     0.138385        7.476
    0.495000     0.138194        7.490
    0.496667     0.138003        7.503
    0.498333     0.137814        7.517
    0.500000     0.137625        7.531
    0.501667     0.137437        7.545
    0.503333     0.137251        7.559
    0.505000     0.137065        7.572
    0.506667     0.136880        7.586
    0.508333     0.136696        7.600
    0.510000     0.136513        7.613
    0.511667     0.136331        7.627
    0.513333     0.136149        7.641
    0.515000     0.135969        7.654
    0.516667     0.135790        7.668
    0.518333     0.135611        7.681
    0.520000     0.135433        7.695
    0.521667     0.135256        7.708
    0.523333     0.135080        7.722
    0.525000     0.134905        7.735
    0.526667     0.134730        7.749
    0.528333     0.134557        7.762
    0.530000     0.134384        7.776
    0.531667     0.134212        7.789
    0.533333     0.134041        7.803
    0.535000     0.133871        7.816
    0.536667     0.133701        7.829
    0.538333     0.133533        7.843
    0.540000     0.133365        7.856
    0.541667     0.133197        7.869
    0.543333     0.133031        7.883
    0.545000     0.132865        7.896
    0.546667     0.132701        7.909
    0.548333     0.132537        7.923
    0.550000     0.132373        7.936
    0.551667     0.132211        7.949
    0.553333     0.132049        7.962
    0.555000     0.131888        7.975
    0.556667     0.131727        7.989
    0.558333     0.131567        8.002
    0.560000     0.131408        8.015
    0.561667     0.131250        8.028
    0.563333     0.131093        8.041
    0.565000     0.130936        8.054
    0.566667     0.130780        8.067
    0.568333     0.130624        8.080
    0.570000     0.130469        8.094
    0.571667     0.130315        8.107
    0.573333     0.130162        8.120
    0.575000     0.130009        8.133
    0.576667     0.129857        8.146
    0.578333     0.129706        8.159
    0.580000     0.129555        8.172
    0.581667     0.129405        8.184
    0.583333     0.129255        8.197
    0.585000     0.129106        8.210
    0.586667     0.128958        8.223
    0.588333     0.128811        8.236
    0.590000     0.128664        8.249
    0.591667     0.128518        8.262
    0.593333     0.128372        8.275
    0.595000     0.128227        8.288
    0.596667     0.128082        8.300
    0.598333     0.127938        8.313
    0.600000     0.127795        8.326
    0.601667     0.127653        8.339
    0.603333     0.127511        8.351
    0.605000     0.127369        8.364
    0.606667     0.127228        8.377
    0.608333     0.127088        8.390
    0.610000     0.126948        8.402
    0.611667     0.126809        8.415
    0.613333     0.126670        8.428
    0.615000     0.126532        8.440
    0.616667     0.126395        8.453
    0.618333     0.126258        8.466
    0.620000     0.126122        8.478
    0.621667     0.125986        8.491
    0.623333     0.125851        8.503
    0.625000     0.125716        8.516
    0.626667     0.125582        8.529
    0.628333     0.125448        8.541
    0.630000     0.125315        8.554
    0.631667     0.125183        8.566
    0.633333     0.125051        8.579
    0.635000     0.124919        8.591
    0.636667     0.124788        8.604
    0.638333     0.124658        8.616
    0.640000     0.124528        8.629
    0.641667     0.124399        8.641
    0.643333     0.124270        8.654
    0.645000     0.124141        8.666
    0.646667     0.124013        8.678
    0.648333     0.123886        8.691
    0.650000     0.123759        8.703
    0.651667     0.123632        8.716
    0.653333     0.123506        8.728
    0.655000     0.123381        8.740
    0.656667     0.123256        8.753
    0.658333     0.123132        8.765
    0.660000     0.123007        8.777
    0.661667     0.122884        8.789
    0.663333     0.122761        8.802
    0.665000     0.122638        8.814
    0.666667     0.122516        8.826
    0.668333     0.122394        8.839
    0.670000     0.122273        8.851
    0.671667     0.122152        8.863
    0.673333     0.122032        8.875
    0.675000     0.121912        8.887
    0.676667     0.121792        8.900
    0.678333     0.121673        8.912
    0.680000     0.121555        8.924
    0.681667     0.121437        8.936
    0.683333     0.121319        8.948
    0.685000     0.121202        8.960
    0.686667     0.121085        8.972
    0.688333     0.120969        8.985
    0.690000     0.120853        8.997
    0.691667     0.120737        9.009
    0.693333     0.120622        9.021
    0.695000     0.120507        9.033
    0.696667     0.120393        9.045
    0.698333     0.120279        9.057
    0.700000     0.120165        9.069
    0.701667     0.120052        9.081
    0.703333     0.119940        9.093
    0.705000     0.119827        9.105
    0.706667     0.119716        9.117
    0.708333     0.119604        9.129
    0.710000     0.119493        9.141
    0.711667     0.119382        9.153
    0.713333     0.119272        9.165
    0.715000     0.119162        9.177
    0.716667     0.119053        9.189
    0.718333     0.118943        9.200
    0.720000     0.118835        9.212
    0.721667     0.118726        9.224
    0.723333     0.118618        9.236
    0.725000     0.118511        9.248
    0.726667     0.118403        9.260
    0.728333     0.118296        9.272
    0.730000     0.118190        9.283
    0.731667     0.118084        9.295
    0.733333     0.117978        9.307
    0.735000     0.117873        9.319
    0.736667     0.117767        9.331
    0.738333     0.117663        9.342
    0.740000     0.117558        9.354
    0.741667     0.117454        9.366
    0.743333     0.117351        9.378
    0.745000     0.117247        9.389
    0.746667     0.117145        9.401
    0.748333     0.117042        9.413
    0.750000     0.116940        9.425
    0.751667     0.116838        9.436
    0.753333     0.116736        9.448
    0.755000     0.116635        9.460
    0.756667     0.116534        9.471
    0.758333     0.116434        9.483
    0.760000     0.116333        9.494
    0.761667     0.116233        9.506
    0.763333     0.116134        9.518
    0.765000     0.116035        9.529
    0.766667     0.115936        9.541
    0.768333     0.115837        9.553
    0.770000     0.115739        9.564
    0.771667     0.115641        9.576
    0.773333     0.115543        9.587
    0.775000     0.115446        9.599
    0.776667     0.115349        9.610
    0.778333     0.115252        9.622
    0.780000     0.115156        9.633
    0.781667     0.115060        9.645
    0.783333     0.114964        9.656
    0.785000     0.114869        9.668
    0.786667     0.114773        9.679
    0.788333     0.114679        9.691
    0.790000     0.114584        9.702
    0.791667     0.114490        9.714
    0.793333     0.114396        9.725
    0.795000     0.114302        9.737
    0.796667     0.114209        9.748
    0.798333     0.114116        9.759
    0.800000     0.114023        9.771
    0.801667     0.113931        9.782
    0.803333     0.113839        9.794
    0.805000     0.113747        9.805
    0.806667     0.113655        9.816
    0.808333     0.113564        9.828
    0.810000     0.113473        9.839
    0.811667     0.113382        9.850
    0.813333     0.113291        9.862
    0.815000     0.113201        9.873
    0.816667     0.113111        9.884
    0.818333     0.113022        9.896
    0.820000     0.112932        9.907
    0.821667     0.112843        9.918
    0.823333     0.112755        9.930
    0.825000     0.112666        9.941
    0.826667     0.112578        9.952
    0.828333     0.112490        9.963
    0.830000     0.112402        9.975
    0.831667     0.112315        9.986
    0.833333     0.112227        9.997
    0.835000     0.112140       10.008
    0.836667     0.112054       10.020
    0.838333     0.111967       10.031
    0.840000     0.111881       10.042
    0.841667     0.111795       10.053
    0.843333     0.111710       10.064
    0.845000     0.111624       10.075
    0.846667     0.111539       10.087
    0.848333     0.111454       10.098
    0.850000     0.111370       10.109
    0.851667     0.111285       10.120
    0.853333     0.111201       10.131
    0.855000     0.111117       10.142
    0.856667     0.111034       10.153
    0.858333     0.110950       10.164
    0.860000     0.110867       10.176
    0.861667     0.110784       10.187
    0.863333     0.110701       10.198
    0.865000     0.110619       10.209
    0.866667     0.110537       10.220
    0.868333     0.110455       10.231
    0.870000     0.110373       10.242
    0.871667     0.110292       10.253
    0.873333     0.110211       10.264
    0.875000     0.110129       10.275
    0.876667     0.110049       10.286
    0.878333     0.109968       10.297
    0.880000     0.109888       10.308
    0.881667     0.109808       10.319
    0.883333     0.109728       10.330
    0.885000     0.109648       10.341
    0.886667     0.109569       10.352
    0.888333     0.109490       10.363
    0.890000     0.109411       10.374
    0.891667     0.109332       10.385
    0.893333     0.109254       10.396
    0.895000     0.109175       10.407
    0.896667     0.109097       10.418
    0.898333     0.109019       10.428
    0.900000     0.108942       10.439
    0.901667     0.108864       10.450
    0.903333     0.108787       10.461
    0.905000     0.108710       10.472
    0.906667     0.108634       10.483
    0.908333     0.108557       10.494
    0.910000     0.108481       10.505
    0.911667     0.108405       10.515
    0.913333     0.108329       10.526
    0.915000     0.108253       10.537
    0.916667     0.108177       10.548
    0.918333     0.108102       10.559
    0.920000     0.108027       10.569
    0.921667     0.107952       10.580
    0.923333     0.107877       10.591
    0.925000     0.107803       10.602
    0.926667     0.107729       10.613
    0.928333     0.107655       10.623
    0.930000     0.107581       10.634
    0.931667     0.107507       10.645
    0.933333     0.107434       10.656
    0.935000     0.107360       10.666
    0.936667     0.107287       10.677
    0.938333     0.107214       10.688
    0.940000     0.107142       10.699
    0.941667     0.107069       10.709
    0.943333     0.106997       10.720
    0.945000     0.106925       10.731
    0.946667     0.106853       10.741
    0.948333     0.106781       10.752
    0.950000     0.106710       10.763
    0.951667     0.106638       10.773
    0.953333     0.106567       10.784
    0.955000     0.106496       10.795
    0.956667     0.106426       10.805
    0.958333     0.106355       10.816
    0.960000     0.106285       10.827
    0.961667     0.106214       10.837
    0.963333     0.106144       10.848
    0.965000     0.106075       10.859
    0.966667     0.106005       10.869
    0.968333     0.105935       10.880
    0.970000     0.105866       10.890
    0.971667     0.105797       10.901
    0.973333     0.105728       10.911
    0.975000     0.105659       10.922
    0.976667     0.105591       10.933
    0.978333     0.105522       10.943
    0.980000     0.105454       10.954
    0.981667     0.105386       10.964
    0.983333     0.105318       10.975
    0.985000     0.105250       10.985
    0.986667     0.105183       10.996
    0.988333     0.105115       11.006
    0.990000     0.105048       11.017
    0.991667     0.104981       11.027
    0.993333     0.104914       11.038
    0.995000     0.104848       11.048
    0.996667     0.104781       11.059
    0.998333     0.104715       11.069
    1.000000     0.104649       11.080
    1.001667     0.104583       11.090
    1.003333     0.104517       11.101
    1.005000     0.104451       11.111
    1.006667     0.104386       11.122
    1.008333     0.104320       11.132
    1.010000     0.104255       11.142
    1.011667     0.104190       11.153
    1.013333     0.104125       11.163
    1.015000     0.104060       11.174
    1.016667     0.103996       11.184
    1.018333     0.103931       11.194
    1.020000     0.103867       11.205
    1.021667     0.103803       11.215
    1.023333     0.103739       11.226
    1.025000     0.103675       11.236
    1.026667     0.103612       11.246
    1.028333     0.103548       11.257
    1.030000     0.103485       11.267
    1.031667     0.103422       11.277
    1.033333     0.103359       11.288
    1.035000     0.103296       11.298
    1.036667     0.103234       11.308
    1.038333     0.103171       11.319
    1.040000     0.103109       11.329
    1.041667     0.103046       11.339
    1.043333     0.102984       11.350
    1.045000     0.102922       11.360
    1.046667     0.102861       11.370
    1.048333     0.102799       11.381
    1.050000     0.102738       11.391
    1.051667     0.102676       11.401
    1.053333     0.102615       11.411
    1.055000     0.102554       11.422
    1.056667     0.102493       11.432
    1.058333     0.102432       11.442
    1.060000     0.102372       11.452
    1.061667     0.102311       11.463
    1.063333     0.102251       11.473
    1.065000     0.102191       11.483
    1.066667     0.102131       11.493
    1.068333     0.102071       11.503
    1.070000     0.102011       11.514
    1.071667     0.101952       11.524
    1.073333     0.101892       11.534
    1.075000     0.101833       11.544
    1.076667     0.101774       11.554
    1.078333     0.101715       11.565
    1.080000     0.101656       11.575
    1.081667     0.101597       11.585
    1.083333     0.101538       11.595
    1.085000     0.101480       11.605
    1.086667     0.101422       11.615
    1.088333     0.101363       11.625
    1.090000     0.101305       11.636
    1.091667     0.101247       11.646
    1.093333     0.101190       11.656
    1.095000     0.101132       11.666
    1.096667     0.101074       11.676
    1.098333     0.101017       11.686
    1.100000     0.100960       11.696
    1.101667     0.100902       11.706
    1.103333     0.100845       11.716
    1.105000     0.100789       11.727
    1.106667     0.100732       11.737
    1.108333     0.100675       11.747
    1.110000     0.100619       11.757
    1.111667     0.100562       11.767
    1.113333     0.100506       11.777
    1.115000     0.100450       11.787
    1.116667     0.100394       11.797
    1.118333     0.100338       11.807
    1.120000     0.100282       11.817
    1.121667     0.100227       11.827
    1.123333     0.100171       11.837
    1.125000     0.100116       11.847
    1.126667     0.100060       11.857
    1.128333     0.100005       11.867
    1.130000     0.099950       11.877
    1.131667     0.099895       11.887
    1.133333     0.099841       11.897
    1.135000     0.099786       11.907
    1.136667     0.099732       11.917
    1.138333     0.099677       11.927
    1.140000     0.099623       11.937
    1.141667     0.099569       11.947
    1.143333     0.099515       11.957
    1.145000     0.099461       11.967
    1.146667     0.099407       11.977
    1.148333     0.099353       11.987
    1.150000     0.099300       11.997
    1.151667     0.099246       12.007
    1.153333     0.099193       12.017
    1.155000     0.099140       12.026
    1.156667     0.099087       12.036
    1.158333     0.099034       12.046
    1.160000     0.098981       12.056
    1.161667     0.098928       12.066
    1.163333     0.098876       12.076
    1.165000     0.098823       12.086
    1.166667     0.098771       12.096
    1.168333     0.098718       12.106
    1.170000     0.098666       12.115
    1.171667     0.098614       12.125
    1.173333     0.098562       12.135
    1.175000     0.098510       12.145
    1.176667     0.098459       12.155
    1.178333     0.098407       12.165
    1.180000     0.098355       12.175
    1.181667     0.098304       12.184
    1.183333     0.098253       12.194
    1.185000     0.098202       12.204
    1.186667     0.098151       12.214
    1.188333     0.098100       12.224
    1.190000     0.098049       12.233
    1.191667     0.097998       12.243
    1.193333     0.097947       12.253
    1.195000     0.097897       12.263
    1.196667     0.097846       12.273
    1.198333     0.097796       12.282
    1.200000     0.097746       12.292
    1.201667     0.097696       12.302
    1.203333     0.097646       12.312
    1.205000     0.097596       12.322
    1.206667     0.097546       12.331
    1.208333     0.097496       12.341
    1.210000     0.097447       12.351
    1.211667     0.097397       12.361
    1.213333     0.097348       12.370
    1.215000     0.097299       12.380
    1.216667     0.097249       12.390
    1.218333     0.097200       12.399
    1.220000     0.097151       12.409
    1.221667     0.097103       12.419
    1.223333     0.097054       12.429
    1.225000     0.097005       12.438
    1.226667     0.096957       12.448
    1.228333     0.096908       12.458
    1.230000     0.096860       12.467
    1.231667     0.096811       12.477
    1.233333     0.096763       12.487
    1.235000     0.096715       12.496
    1.236667     0.096667       12.506
    1.238333     0.096619       12.516
    1.240000     0.096572       12.525
    1.241667     0.096524       12.535
    1.243333     0.096476       12.545
    1.245000     0.096429       12.554
    1.246667     0.096381       12.564
    1.248333     0.096334       12.574
    1.250000     0.096287       12.583
    1.251667     0.096240       12.593
    1.253333     0.096193       12.602
    1.255000     0.096146       12.612
    1.256667     0.096099       12.622
    1.258333     0.096052       12.631
    1.260000     0.096006       12.641
    1.261667     0.095959       12.651
    1.263333     0.095913       12.660
    1.265000     0.095866       12.670
    1.266667     0.095820       12.679
    1.268333     0.095774       12.689
    1.270000     0.095728       12.698
    1.271667     0.095682       12.708
    1.273333     0.095636       12.718
    1.275000     0.095590       12.727
    1.276667     0.095544       12.737
    1.278333     0.095499       12.746
    1.280000     0.095453       12.756
    1.281667     0.095408       12.765
    1.283333     0.095363       12.775
    1.285000     0.095317       12.784
    1.286667     0.095272       12.794
    1.288333     0.095227       12.803
    1.290000     0.095182       12.813
    1.291667     0.095137       12.823
    1.293333     0.095092       12.832
    1.295000     0.095048       12.842
    1.296667     0.095003       12.851
    1.298333     0.094958       12.861
    1.300000     0.094914       12.870
    1.301667     0.094869       12.880
    1.303333     0.094825       12.889
    1.305000     0.094781       12.898
    1.306667     0.094737       12.908
    1.308333     0.094693       12.917
    1.310000     0.094649       12.927
    1.311667     0.094605       12.936
    1.313333     0.094561       12.946
    1.315000     0.094517       12.955
    1.316667     0.094474       12.965
    1.318333     0.094430       12.974
    1.320000     0.094387       12.984
    1.321667     0.094343       12.993
    1.323333     0.094300       13.002
    1.325000     0.094257       13.012
    1.326667     0.094214       13.021
    1.328333     0.094171       13.031
    1.330000     0.094128       13.040
    1.331667     0.094085       13.050
    1.333333     0.094042       13.059
    1.335000     0.093999       13.068
    1.336667     0.093957       13.078
    1.338333     0.093914       13.087
    1.340000     0.093872       13.097
    1.341667     0.093829       13.106
    1.343333     0.093787       13.115
    1.345000     0.093745       13.125
    1.346667     0.093703       13.134
    1.348333     0.093661       13.143
    1.350000     0.093619       13.153
    1.351667     0.093577       13.162
    1.353333     0.093535       13.172
    1.355000     0.093493       13.181
    1.356667     0.093451       13.190
    1.358333     0.093410       13.200
    1.360000     0.093368       13.209
    1.361667     0.093327       13.218
    1.363333     0.093285       13.228
    1.365000     0.093244       13.237
    1.366667     0.093203       13.246
    1.368333     0.093162       13.256
    1.370000     0.093121       13.265
    1.371667     0.093080       13.274
    1.373333     0.093039       13.283
    1.375000     0.092998       13.293
    1.376667     0.092957       13.302
    1.378333     0.092916       13.311
    1.380000     0.092876       13.321
    1.381667     0.092835       13.330
    1.383333     0.092795       13.339
    1.385000     0.092754       13.348
    1.386667     0.092714       13.358
    1.388333     0.092674       13.367
    1.390000     0.092634       13.376
    1.391667     0.092593       13.386
    1.393333     0.092553       13.395
    1.395000     0.092513       13.404
    1.396667     0.092474       13.413
    1.398333     0.092434       13.423
    1.400000     0.092394       13.432
    1.401667     0.092354       13.441
    1.403333     0.092315       13.450
    1.405000     0.092275       13.460
    1.406667     0.092236       13.469
    1.408333     0.092196       13.478
    1.410000     0.092157       13.487
    1.411667     0.092118       13.496
    1.413333     0.092079       13.506
    1.415000     0.092040       13.515
    1.416667     0.092000       13.524
    1.418333     0.091962       13.533
    1.420000     0.091923       13.542
    1.421667     0.091884       13.552
    1.423333     0.091845       13.561
    1.425000     0.091806       13.570
    1.426667     0.091768       13.579
    1.428333     0.091729       13.588
    1.430000     0.091691       13.597
    1.431667     0.091652       13.607
    1.433333     0.091614       13.616
    1.435000     0.091576       13.625
    1.436667     0.091537       13.634
    1.438333     0.091499       13.643
    1.440000     0.091461       13.652
    1.441667     0.091423       13.662
    1.443333     0.091385       13.671
    1.445000     0.091347       13.680
    1.446667     0.091310       13.689
    1.448333     0.091272       13.698
    1.450000     0.091234       13.707
    1.451667     0.091196       13.716
    1.453333     0.091159       13.725
    1.455000     0.091121       13.735
    1.456667     0.091084       13.744
    1.458333     0.091047       13.753
    1.460000     0.091009       13.762
    1.461667     0.090972       13.771
    1.463333     0.090935       13.780
    1.465000     0.090898       13.789
    1.466667     0.090861       13.798
    1.468333     0.090824       13.807
    1.470000     0.090787       13.816
    1.471667     0.090750       13.826
    1.473333     0.090713       13.835
    1.475000     0.090677       13.844
    1.476667     0.090640       13.853
    1.478333     0.090603       13.862
    1.480000     0.090567       13.871
    1.481667     0.090530       13.880
    1.483333     0.090494       13.889
    1.485000     0.090458       13.898
    1.486667     0.090421       13.907
    1.488333     0.090385       13.916
    1.490000     0.090349       13.925
    1.491667     0.090313       13.934
    1.493333     0.090277       13.943
    1.495000     0.090241       13.952
    1.496667     0.090205       13.961
    1.498333     0.090169       13.970
    1.500000     0.090133       13.979
    1.501667     0.090098       13.988
    1.503333     0.090062       13.997
    1.505000     0.090026       14.006
    1.506667     0.089991       14.015
    1.508333     0.089955       14.024
    1.510000     0.089920       14.033
    1.511667     0.089884       14.042
    1.513333     0.089849       14.051
    1.515000     0.089814       14.060
    1.516667     0.089779       14.069
    1.518333     0.089743       14.078
    1.520000     0.089708       14.087
    1.521667     0.089673       14.096
    1.523333     0.089638       14.105
    1.525000     0.089604       14.114
    1.526667     0.089569       14.123
    1.528333     0.089534       14.132
    1.530000     0.089499       14.141
    1.531667     0.089464       14.150
    1.533333     0.089430       14.159
    1.535000     0.089395       14.168
    1.536667     0.089361       14.177
    1.538333     0.089326       14.186
    1.540000     0.089292       14.195
    1.541667     0.089258       14.203
    1.543333     0.089223       14.212
    1.545000     0.089189       14.221
    1.546667     0.089155       14.230
    1.548333     0.089121       14.239
    1.550000     0.089087       14.248
    1.551667     0.089053       14.257
    1.553333     0.089019       14.266
