        hour        infil
     0.54722      0.06627
     0.55000      0.06674
     0.55278      0.06721
     0.55556      0.06768
     0.55833      0.06815
     0.56111      0.06862
     0.56389      0.06910
     0.56667      0.06958
     0.56944      0.07005
     0.57222      0.07053
     0.57500      0.07102
     0.57778      0.07150
     0.58056      0.07198
     0.58333      0.07247
     0.58611      0.07296
     0.58889      0.07345
     0.59167      0.07394
     0.59444      0.07444
     0.59722      0.07493
     0.60000      0.07543
     0.60278      0.07593
     0.60556      0.07643
     0.60833      0.07693
     0.61111      0.07743
     0.61389      0.07794
     0.61667      0.07845
     0.61944      0.07896
     0.62222      0.07947
     0.62500      0.07998
     0.62778      0.08050
     0.63056      0.08101
     0.63333      0.08153
     0.63611      0.08205
     0.63889      0.08258
     0.64167      0.08310
     0.64444      0.08363
     0.64722      0.08415
     0.65000      0.08468
     0.65278      0.08522
     0.65556      0.08575
     0.65833      0.08628
     0.66111      0.08682
     0.66389      0.08736
     0.66667      0.08790
     0.66944      0.08844
     0.67222      0.08899
     0.67500      0.08954
     0.67778      0.09009
     0.68056      0.09064
     0.68333      0.09119
     0.68611      0.09174
     0.68889      0.09230
     0.69167      0.09286
     0.69444      0.09342
     0.69722      0.09398
     0.70000      0.09455
     0.70278      0.09511
     0.70556      0.09568
     0.70833      0.09625
     0.71111      0.09683
     0.71389      0.09740
     0.71667      0.09798
     0.71944      0.09856
     0.72222      0.09914
     0.72500      0.09972
     0.72778      0.10031
     0.73056      0.10089
     0.73333      0.10148
     0.73611      0.10208
     0.73889      0.10267
     0.74167      0.10327
     0.74444      0.10386
     0.74722      0.10446
     0.75000      0.10507
     0.75278      0.10567
     0.75556      0.10628
     0.75833      0.10689
     0.76111      0.10750
     0.76389      0.10811
     0.76667      0.10873
     0.76944      0.10934
     0.77222      0.10996
     0.77500      0.11059
     0.77778      0.11121
     0.78056      0.11184
     0.78333      0.11247
     0.78611      0.11310
     0.78889      0.11373
     0.79167      0.11437
     0.79444      0.11500
     0.79722      0.11565
     0.80000      0.11629
     0.80278      0.11693
     0.80556      0.11758
     0.80833      0.11823
     0.81111      0.11888
     0.81389      0.11954
     0.81667      0.12020
     0.81944      0.12086
     0.82222      0.12152
     0.82500      0.12218
     0.82778      0.12285
     0.83056      0.12352
     0.83333      0.12419
     0.83611      0.12486
     0.83889      0.12554
     0.84167      0.12622
     0.84444      0.12690
     0.84722      0.12759
     0.85000      0.12827
     0.85278      0.12896
     0.85556      0.12965
     0.85833      0.13035
     0.86111      0.13105
     0.86389      0.13175
     0.86667      0.13245
     0.86944      0.13315
     0.87222      0.13386
     0.87500      0.13457
     0.87778      0.13528
     0.88056      0.13600
     0.88333      0.13672
     0.88611      0.13744
     0.88889      0.13816
     0.89167      0.13889
     0.89444      0.13962
     0.89722      0.14035
     0.90000      0.14108
     0.90278      0.14182
     0.90556      0.14256
     0.90833      0.14330
     0.91111      0.14405
     0.91389      0.14480
     0.91667      0.14555
     0.91944      0.14630
     0.92222      0.14706
     0.92500      0.14782
     0.92778      0.14858
     0.93056      0.14935
     0.93333      0.15012
     0.93611      0.15089
     0.93889      0.15166
     0.94167      0.15244
     0.94444      0.15322
     0.94722      0.15401
     0.95000      0.15479
     0.95278      0.15558
     0.95556      0.15637
     0.95833      0.15717
     0.96111      0.15797
     0.96389      0.15877
     0.96667      0.15957
     0.96944      0.16038
     0.97222      0.16119
     0.97500      0.16201
     0.97778      0.16283
     0.98056      0.16365
     0.98333      0.16447
     0.98611      0.16530
     0.98889      0.16613
     0.99167      0.16696
     0.99444      0.16780
     0.99722      0.16864
     1.00000      0.16948
     1.00278      0.17033
     1.00556      0.17118
     1.00833      0.17203
     1.01111      0.17289
     1.01389      0.17375
     1.01667      0.17461
     1.01944      0.17548
     1.02222      0.17635
     1.02500      0.17722
     1.02778      0.17810
     1.03056      0.17898
     1.03333      0.17986
     1.03611      0.18075
     1.03889      0.18164
     1.04167      0.18254
     1.04444      0.18344
     1.04722      0.18434
     1.05000      0.18524
     1.05278      0.18615
     1.05556      0.18707
     1.05833      0.18798
     1.06111      0.18890
     1.06389      0.18983
     1.06667      0.19076
     1.06944      0.19169
     1.07222      0.19262
     1.07500      0.19356
     1.07778      0.19450
     1.08056      0.19545
     1.08333      0.19640
     1.08611      0.19736
     1.08889      0.19831
     1.09167      0.19928
     1.09444      0.20024
     1.09722      0.20121
     1.10000      0.20219
     1.10278      0.20317
     1.10556      0.20415
     1.10833      0.20513
     1.11111      0.20612
     1.11389      0.20712
     1.11667      0.20812
     1.11944      0.20912
     1.12222      0.21013
     1.12500      0.21114
     1.12778      0.21215
     1.13056      0.21317
     1.13333      0.21420
     1.13611      0.21522
     1.13889      0.21626
     1.14167      0.21729
     1.14444      0.21833
     1.14722      0.21938
     1.15000      0.22043
     1.15278      0.22148
     1.15556      0.22254
     1.15833      0.22360
     1.16111      0.22467
     1.16389      0.22574
     1.16667      0.22682
     1.16944      0.22790
     1.17222      0.22898
     1.17500      0.23007
     1.17778      0.23117
     1.18056      0.23227
     1.18333      0.23337
     1.18611      0.23448
     1.18889      0.23560
     1.19167      0.23671
     1.19444      0.23784
     1.19722      0.23896
     1.20000      0.24010
     1.20278      0.24123
     1.20556      0.24238
     1.20833      0.24352
     1.21111      0.24468
     1.21389      0.24583
     1.21667      0.24700
     1.21944      0.24816
     1.22222      0.24933
     1.22500      0.25051
     1.22778      0.25169
     1.23056      0.25288
     1.23333      0.25407
     1.23611      0.25527
     1.23889      0.25647
     1.24167      0.25768
     1.24444      0.25890
     1.24722      0.26011
     1.25000      0.26134
     1.25278      0.26257
     1.25556      0.26380
     1.25833      0.26504
     1.26111      0.26629
     1.26389      0.26754
     1.26667      0.26879
     1.26944      0.27005
     1.27222      0.27132
     1.27500      0.27259
     1.27778      0.27387
     1.28056      0.27515
     1.28333      0.27644
     1.28611      0.27774
     1.28889      0.27904
     1.29167      0.28034
     1.29444      0.28166
     1.29722      0.28297
     1.30000      0.28430
     1.30278      0.28562
     1.30556      0.28696
     1.30833      0.28830
     1.31111      0.28964
     1.31389      0.29100
     1.31667      0.29235
     1.31944      0.29372
     1.32222      0.29509
     1.32500      0.29646
     1.32778      0.29784
     1.33056      0.29923
     1.33333      0.30062
     1.33611      0.30202
     1.33889      0.30343
     1.34167      0.30484
     1.34444      0.30626
     1.34722      0.30768
     1.35000      0.30911
     1.35278      0.31054
     1.35556      0.31198
     1.35833      0.31343
     1.36111      0.31488
     1.36389      0.31634
     1.36667      0.31781
     1.36944      0.31928
     1.37222      0.32076
     1.37500      0.32224
     1.37778      0.32373
     1.38056      0.32523
     1.38333      0.32673
     1.38611      0.32824
     1.38889      0.32975
     1.39167      0.33127
     1.39444      0.33280
     1.39722      0.33433
     1.40000      0.33587
     1.40278      0.33741
     1.40556      0.33897
     1.40833      0.34052
     1.41111      0.34208
     1.41389      0.34365
     1.41667      0.34523
     1.41944      0.34681
     1.42222      0.34840
     1.42500      0.34999
     1.42778      0.35159
     1.43056      0.35319
     1.43333      0.35480
     1.43611      0.35642
     1.43889      0.35804
     1.44167      0.35967
     1.44444      0.36130
     1.44722      0.36294
     1.45000      0.36458
     1.45278      0.36623
     1.45556      0.36789
     1.45833      0.36955
     1.46111      0.37121
     1.46389      0.37288
     1.46667      0.37456
     1.46944      0.37624
     1.47222      0.37793
     1.47500      0.37962
     1.47778      0.38132
     1.48056      0.38302
     1.48333      0.38473
     1.48611      0.38644
     1.48889      0.38815
     1.49167      0.38987
     1.49444      0.39160
     1.49722      0.39333
     1.50000      0.39506
     1.50278      0.39680
     1.50556      0.39854
     1.50833      0.40029
     1.51111      0.40204
     1.51389      0.40379
     1.51667      0.40554
     1.51944      0.40730
     1.52222      0.40907
     1.52500      0.41083
     1.52778      0.41260
     1.53056      0.41438
     1.53333      0.41615
     1.53611      0.41793
     1.53889      0.41971
     1.54167      0.42149
     1.54444      0.42328
     1.54722      0.42506
     1.55000      0.42685
     1.55278      0.42864
     1.55556      0.43043
     1.55833      0.43223
     1.56111      0.43402
     1.56389      0.43582
     1.56667      0.43762
     1.56944      0.43941
     1.57222      0.44121
     1.57500      0.44301
     1.57778      0.44481
     1.58056      0.44661
     1.58333      0.44841
     1.58611      0.45021
     1.58889      0.45201
     1.59167      0.45380
     1.59444      0.45560
     1.59722      0.45740
     1.60000      0.45919
     1.60278      0.46099
     1.60556      0.46278
     1.60833      0.46457
     1.61111      0.46636
     1.61389      0.46815
     1.61667      0.46994
     1.61944      0.47172
     1.62222      0.47351
     1.62500      0.47529
     1.62778      0.47706
     1.63056      0.47884
     1.63333      0.48061
     1.63611      0.48238
     1.63889      0.48415
     1.64167      0.48591
     1.64444      0.48767
     1.64722      0.48943
     1.65000      0.49118
     1.65278      0.49293
     1.65556      0.49468
     1.65833      0.49642
     1.66111      0.49816
     1.66389      0.49989
     1.66667      0.50162
     1.66944      0.50335
     1.67222      0.50507
     1.67500      0.50679
     1.67778      0.50850
     1.68056      0.51021
     1.68333      0.51192
     1.68611      0.51362
     1.68889      0.51531
     1.69167      0.51700
     1.69444      0.51869
     1.69722      0.52037
     1.70000      0.52205
     1.70278      0.52372
     1.70556      0.52539
     1.70833      0.52706
     1.71111      0.52871
     1.71389      0.53037
     1.71667      0.53202
     1.71944      0.53366
     1.72222      0.53530
     1.72500      0.53693
     1.72778      0.53856
     1.73056      0.54018
     1.73333      0.54180
     1.73611      0.54342
     1.73889      0.54503
     1.74167      0.54663
     1.74444      0.54823
     1.74722      0.54982
     1.75000      0.55141
     1.75278      0.55300
     1.75556      0.55458
     1.75833      0.55615
     1.76111      0.55772
     1.76389      0.55929
     1.76667      0.56085
     1.76944      0.56240
     1.77222      0.56395
     1.77500      0.56550
     1.77778      0.56704
     1.78056      0.56858
     1.78333      0.57011
     1.78611      0.57163
     1.78889      0.57316
     1.79167      0.57467
     1.79444      0.57619
     1.79722      0.57769
     1.80000      0.57920
     1.80278      0.58070
     1.80556      0.58219
     1.80833      0.58368
     1.81111      0.58517
     1.81389      0.58665
     1.81667      0.58813
     1.81944      0.58960
     1.82222      0.59107
     1.82500      0.59253
     1.82778      0.59399
     1.83056      0.59544
     1.83333      0.59690
     1.83611      0.59834
     1.83889      0.59979
     1.84167      0.60122
     1.84444      0.60266
     1.84722      0.60409
     1.85000      0.60552
     1.85278      0.60694
     1.85556      0.60836
     1.85833      0.60977
     1.86111      0.61118
     1.86389      0.61259
     1.86667      0.61399
     1.86944      0.61539
     1.87222      0.61679
     1.87500      0.61818
     1.87778      0.61956
     1.88056      0.62095
     1.88333      0.62233
     1.88611      0.62371
     1.88889      0.62508
     1.89167      0.62645
     1.89444      0.62781
     1.89722      0.62918
     1.90000      0.63053
     1.90278      0.63189
     1.90556      0.63324
     1.90833      0.63459
     1.91111      0.63593
     1.91389      0.63728
     1.91667      0.63861
     1.91944      0.63995
     1.92222      0.64128
     1.92500      0.64261
     1.92778      0.64393
     1.93056      0.64526
     1.93333      0.64657
     1.93611      0.64789
     1.93889      0.64920
     1.94167      0.65051
     1.94444      0.65182
     1.94722      0.65312
     1.95000      0.65442
     1.95278      0.65572
     1.95556      0.65701
     1.95833      0.65830
     1.96111      0.65959
     1.96389      0.66087
     1.96667      0.66215
     1.96944      0.66343
     1.97222      0.66471
     1.97500      0.66598
     1.97778      0.66725
     1.98056      0.66852
     1.98333      0.66978
     1.98611      0.67104
     1.98889      0.67230
     1.99167      0.67356
     1.99444      0.67481
     1.99722      0.67606
     2.00000      0.67731
     2.00278      0.67856
     2.00556      0.67980
     2.00833      0.68104
     2.01111      0.68228
     2.01389      0.68351
     2.01667      0.68474
     2.01944      0.68597
     2.02222      0.68720
     2.02500      0.68842
     2.02778      0.68965
     2.03056      0.69087
     2.03333      0.69208
     2.03611      0.69330
     2.03889      0.69451
     2.04167      0.69572
     2.04444      0.69692
     2.04722      0.69813
     2.05000      0.69933
     2.05278      0.70053
     2.05556      0.70173
     2.05833      0.70292
     2.06111      0.70412
     2.06389      0.70531
     2.06667      0.70649
     2.06944      0.70768
     2.07222      0.70886
     2.07500      0.71005
     2.07778      0.71122
     2.08056      0.71240
     2.08333      0.71358
     2.08611      0.71475
     2.08889      0.71592
     2.09167      0.71709
     2.09444      0.71825
     2.09722      0.71941
     2.10000      0.72058
     2.10278      0.72173
     2.10556      0.72289
     2.10833      0.72405
     2.11111      0.72520
     2.11389      0.72635
     2.11667      0.72750
     2.11944      0.72865
     2.12222      0.72979
     2.12500      0.73093
     2.12778      0.73207
     2.13056      0.73321
     2.13333      0.73435
     2.13611      0.73548
     2.13889      0.73661
     2.14167      0.73775
     2.14444      0.73887
     2.14722      0.74000
     2.15000      0.74112
     2.15278      0.74225
     2.15556      0.74337
     2.15833      0.74449
     2.16111      0.74560
     2.16389      0.74672
     2.16667      0.74783
     2.16944      0.74894
     2.17222      0.75005
     2.17500      0.75116
     2.17778      0.75227
     2.18056      0.75337
     2.18333      0.75447
     2.18611      0.75557
     2.18889      0.75667
     2.19167      0.75777
     2.19444      0.75886
     2.19722      0.75996
     2.20000      0.76105
     2.20278      0.76214
     2.20556      0.76322
     2.20833      0.76431
     2.21111      0.76539
     2.21389      0.76648
     2.21667      0.76756
     2.21944      0.76864
     2.22222      0.76971
     2.22500      0.77079
     2.22778      0.77186
     2.23056      0.77294
     2.23333      0.77401
     2.23611      0.77508
     2.23889      0.77614
     2.24167      0.77721
     2.24444      0.77827
     2.24722      0.77934
     2.25000      0.78040
     2.25278      0.78146
     2.25556      0.78251
     2.25833      0.78357
     2.26111      0.78463
     2.26389      0.78568
     2.26667      0.78673
     2.26944      0.78778
     2.27222      0.78883
     2.27500      0.78988
     2.27778      0.79092
     2.28056      0.79196
     2.28333      0.79301
     2.28611      0.79405
     2.28889      0.79509
     2.29167      0.79612
     2.29444      0.79716
     2.29722      0.79819
     2.30000      0.79923
     2.30278      0.80026
     2.30556      0.80129
     2.30833      0.80232
     2.31111      0.80335
     2.31389      0.80437
     2.31667      0.80540
     2.31944      0.80642
     2.32222      0.80744
     2.32500      0.80846
     2.32778      0.80948
     2.33056      0.81050
     2.33333      0.81151
     2.33611      0.81253
     2.33889      0.81354
     2.34167      0.81455
     2.34444      0.81556
     2.34722      0.81657
     2.35000      0.81758
     2.35278      0.81858
     2.35556      0.81959
     2.35833      0.82059
     2.36111      0.82160
     2.36389      0.82260
     2.36667      0.82360
     2.36944      0.82459
     2.37222      0.82559
     2.37500      0.82659
     2.37778      0.82758
     2.38056      0.82857
     2.38333      0.82957
     2.38611      0.83056
     2.38889      0.83154
     2.39167      0.83253
     2.39444      0.83352
     2.39722      0.83450
     2.40000      0.83549
     2.40278      0.83647
     2.40556      0.83745
     2.40833      0.83843
     2.41111      0.83941
     2.41389      0.84039
     2.41667      0.84136
     2.41944      0.84234
     2.42222      0.84331
     2.42500      0.84429
     2.42778      0.84526
     2.43056      0.84623
     2.43333      0.84720
     2.43611      0.84817
     2.43889      0.84913
     2.44167      0.85010
     2.44444      0.85106
     2.44722      0.85203
     2.45000      0.85299
     2.45278      0.85395
     2.45556      0.85491
     2.45833      0.85587
     2.46111      0.85682
     2.46389      0.85778
     2.46667      0.85873
     2.46944      0.85969
     2.47222      0.86064
     2.47500      0.86159
     2.47778      0.86254
     2.48056      0.86349
     2.48333      0.86444
     2.48611      0.86539
     2.48889      0.86633
     2.49167      0.86728
     2.49444      0.86822
     2.49722      0.86917
     2.50000      0.87011
     2.50278      0.87105
     2.50556      0.87199
     2.50833      0.87292
     2.51111      0.87386
     2.51389      0.87480
     2.51667      0.87573
     2.51944      0.87667
     2.52222      0.87760
     2.52500      0.87853
     2.52778      0.87946
     2.53056      0.88039
     2.53333      0.88132
     2.53611      0.88225
     2.53889      0.88317
     2.54167      0.88410
     2.54444      0.88502
     2.54722      0.88595
     2.55000      0.88687
     2.55278      0.88779
     2.55556      0.88871
     2.55833      0.88963
     2.56111      0.89055
     2.56389      0.89147
     2.56667      0.89238
     2.56944      0.89330
     2.57222      0.89421
     2.57500      0.89513
     2.57778      0.89604
     2.58056      0.89695
     2.58333      0.89786
     2.58611      0.89877
     2.58889      0.89968
     2.59167      0.90059
     2.59444      0.90149
     2.59722      0.90240
     2.60000      0.90330
     2.60278      0.90421
     2.60556      0.90511
     2.60833      0.90601
     2.61111      0.90691
     2.61389      0.90781
     2.61667      0.90871
     2.61944      0.90961
     2.62222      0.91050
     2.62500      0.91140
     2.62778      0.91229
     2.63056      0.91319
     2.63333      0.91408
     2.63611      0.91497
     2.63889      0.91587
     2.64167      0.91676
     2.64444      0.91765
     2.64722      0.91853
     2.65000      0.91942
     2.65278      0.92031
     2.65556      0.92119
     2.65833      0.92208
     2.66111      0.92296
     2.66389      0.92385
     2.66667      0.92473
     2.66944      0.92561
     2.67222      0.92649
     2.67500      0.92737
     2.67778      0.92825
     2.68056      0.92913
     2.68333      0.93000
     2.68611      0.93088
     2.68889      0.93176
     2.69167      0.93263
     2.69444      0.93350
     2.69722      0.93438
     2.70000      0.93525
     2.70278      0.93612
     2.70556      0.93699
     2.70833      0.93786
     2.71111      0.93873
     2.71389      0.93959
     2.71667      0.94046
     2.71944      0.94133
     2.72222      0.94219
     2.72500      0.94306
     2.72778      0.94392
     2.73056      0.94478
     2.73333      0.94564
     2.73611      0.94650
     2.73889      0.94736
     2.74167      0.94822
     2.74444      0.94908
     2.74722      0.94994
     2.75000      0.95080
     2.75278      0.95165
     2.75556      0.95251
     2.75833      0.95336
     2.76111      0.95421
     2.76389      0.95507
     2.76667      0.95592
     2.76944      0.95677
     2.77222      0.95762
     2.77500      0.95847
     2.77778      0.95932
     2.78056      0.96017
     2.78333      0.96101
     2.78611      0.96186
     2.78889      0.96271
     2.79167      0.96355
     2.79444      0.96440
     2.79722      0.96524
     2.80000      0.96608
     2.80278      0.96692
     2.80556      0.96776
     2.80833      0.96860
     2.81111      0.96944
     2.81389      0.97028
     2.81667      0.97112
     2.81944      0.97196
     2.82222      0.97279
     2.82500      0.97363
     2.82778      0.97447
     2.83056      0.97530
     2.83333      0.97613
     2.83611      0.97697
     2.83889      0.97780
     2.84167      0.97863
     2.84444      0.97946
     2.84722      0.98029
     2.85000      0.98112
     2.85278      0.98195
     2.85556      0.98278
     2.85833      0.98360
     2.86111      0.98443
     2.86389      0.98525
     2.86667      0.98608
     2.86944      0.98690
     2.87222      0.98773
     2.87500      0.98855
     2.87778      0.98937
     2.88056      0.99019
     2.88333      0.99101
     2.88611      0.99183
     2.88889      0.99265
     2.89167      0.99347
     2.89444      0.99429
     2.89722      0.99510
     2.90000      0.99592
     2.90278      0.99674
     2.90556      0.99755
     2.90833      0.99837
     2.91111      0.99918
     2.91389      0.99999
     2.91667      1.00080
     2.91944      1.00162
     2.92222      1.00243
     2.92500      1.00324
     2.92778      1.00405
     2.93056      1.00485
     2.93333      1.00566
     2.93611      1.00647
     2.93889      1.00728
     2.94167      1.00808
     2.94444      1.00889
     2.94722      1.00969
     2.95000      1.01050
     2.95278      1.01130
     2.95556      1.01210
     2.95833      1.01291
     2.96111      1.01371
     2.96389      1.01451
     2.96667      1.01531
     2.96944      1.01611
     2.97222      1.01691
     2.97500      1.01771
     2.97778      1.01850
     2.98056      1.01930
     2.98333      1.02010
     2.98611      1.02089
     2.98889      1.02169
     2.99167      1.02248
     2.99444      1.02328
     2.99722      1.02407
     3.00000      1.02486
     3.00278      1.02565
     3.00556      1.02644
     3.00833      1.02723
     3.01111      1.02802
     3.01389      1.02881
     3.01667      1.02960
     3.01944      1.03039
     3.02222      1.03118
     3.02500      1.03197
     3.02778      1.03275
     3.03056      1.03354
     3.03333      1.03432
     3.03611      1.03511
     3.03889      1.03589
     3.04167      1.03667
     3.04444      1.03746
     3.04722      1.03824
     3.05000      1.03902
     3.05278      1.03980
     3.05556      1.04058
     3.05833      1.04136
     3.06111      1.04214
     3.06389      1.04292
     3.06667      1.04370
     3.06944      1.04447
     3.07222      1.04525
     3.07500      1.04603
     3.07778      1.04680
     3.08056      1.04758
     3.08333      1.04835
     3.08611      1.04912
     3.08889      1.04990
     3.09167      1.05067
     3.09444      1.05144
     3.09722      1.05221
     3.10000      1.05298
     3.10278      1.05375
     3.10556      1.05452
     3.10833      1.05529
     3.11111      1.05606
     3.11389      1.05683
     3.11667      1.05760
     3.11944      1.05836
     3.12222      1.05913
     3.12500      1.05990
     3.12778      1.06066
     3.13056      1.06143
     3.13333      1.06219
     3.13611      1.06295
     3.13889      1.06372
     3.14167      1.06448
     3.14444      1.06524
     3.14722      1.06600
     3.15000      1.06676
     3.15278      1.06752
     3.15556      1.06828
     3.15833      1.06904
     3.16111      1.06980
     3.16389      1.07056
     3.16667      1.07131
     3.16944      1.07207
     3.17222      1.07283
     3.17500      1.07358
     3.17778      1.07434
     3.18056      1.07509
     3.18333      1.07585
     3.18611      1.07660
     3.18889      1.07735
     3.19167      1.07811
     3.19444      1.07886
     3.19722      1.07961
     3.20000      1.08036
     3.20278      1.08111
     3.20556      1.08186
     3.20833      1.08261
     3.21111      1.08336
     3.21389      1.08411
     3.21667      1.08486
     3.21944      1.08560
     3.22222      1.08635
     3.22500      1.08710
     3.22778      1.08784
     3.23056      1.08859
     3.23333      1.08933
     3.23611      1.09008
     3.23889      1.09082
     3.24167      1.09156
     3.24444      1.09231
     3.24722      1.09305
     3.25000      1.09379
     3.25278      1.09453
     3.25556      1.09527
     3.25833      1.09601
     3.26111      1.09675
     3.26389      1.09749
     3.26667      1.09823
     3.26944      1.09897
     3.27222      1.09970
     3.27500      1.10044
     3.27778      1.10118
     3.28056      1.10191
     3.28333      1.10265
     3.28611      1.10339
     3.28889      1.10412
     3.29167      1.10485
     3.29444      1.10559
     3.29722      1.10632
     3.30000      1.10705
     3.30278      1.10779
     3.30556      1.10852
     3.30833      1.10925
     3.31111      1.10998
     3.31389      1.11071
     3.31667      1.11144
     3.31944      1.11217
     3.32222      1.11290
     3.32500      1.11363
     3.32778      1.11435
     3.33056      1.11508
     3.33333      1.11581
     3.33611      1.11653
     3.33889      1.11726
     3.34167      1.11799
     3.34444      1.11871
     3.34722      1.11944
     3.35000      1.12016
     3.35278      1.12088
     3.35556      1.12161
     3.35833      1.12233
     3.36111      1.12305
     3.36389      1.12377
     3.36667      1.12449
     3.36944      1.12521
     3.37222      1.12593
     3.37500      1.12665
     3.37778      1.12737
     3.38056      1.12809
     3.38333      1.12881
     3.38611      1.12953
     3.38889      1.13025
     3.39167      1.13096
     3.39444      1.13168
     3.39722      1.13240
     3.40000      1.13311
     3.40278      1.13383
     3.40556      1.13454
     3.40833      1.13526
     3.41111      1.13597
     3.41389      1.13668
     3.41667      1.13740
     3.41944      1.13811
     3.42222      1.13882
     3.42500      1.13953
     3.42778      1.14025
     3.43056      1.14096
     3.43333      1.14167
     3.43611      1.14238
     3.43889      1.14309
     3.44167      1.14380
     3.44444      1.14450
     3.44722      1.14521
     3.45000      1.14592
     3.45278      1.14663
     3.45556      1.14733
     3.45833      1.14804
     3.46111      1.14875
     3.46389      1.14945
     3.46667      1.15016
     3.46944      1.15086
     3.47222      1.15157
     3.47500      1.15227
     3.47778      1.15297
     3.48056      1.15368
     3.48333      1.15438
     3.48611      1.15508
     3.48889      1.15578
     3.49167      1.15648
     3.49444      1.15718
     3.49722      1.15789
     3.50000      1.15859
     3.50278      1.15929
     3.50556      1.15998
     3.50833      1.16068
     3.51111      1.16138
     3.51389      1.16208
     3.51667      1.16278
     3.51944      1.16347
     3.52222      1.16417
     3.52500      1.16487
     3.52778      1.16556
     3.53056      1.16626
