        hour        infil
    27.28889      4.09632
    27.29167      4.09657
    27.29444      4.09681
    27.29722      4.09705
    27.30000      4.09729
    27.30278      4.09753
    27.30556      4.09777
    27.30833      4.09801
    27.31111      4.09826
    27.31389      4.09850
    27.31667      4.09874
    27.31944      4.09898
    27.32222      4.09922
    27.32500      4.09946
    27.32778      4.09970
    27.33056      4.09995
    27.33333      4.10019
    27.33611      4.10043
    27.33889      4.10067
    27.34167      4.10091
    27.34444      4.10115
    27.34722      4.10139
    27.35000      4.10164
    27.35278      4.10188
    27.35556      4.10212
    27.35833      4.10236
    27.36111      4.10260
    27.36389      4.10284
    27.36667      4.10308
    27.36944      4.10332
    27.37222      4.10357
    27.37500      4.10381
    27.37778      4.10405
    27.38056      4.10429
    27.38333      4.10453
    27.38611      4.10477
    27.38889      4.10501
    27.39167      4.10525
    27.39444      4.10549
    27.39722      4.10574
    27.40000      4.10598
    27.40278      4.10622
    27.40556      4.10646
    27.40833      4.10670
    27.41111      4.10694
    27.41389      4.10718
    27.41667      4.10742
    27.41944      4.10766
    27.42222      4.10791
    27.42500      4.10815
    27.42778      4.10839
    27.43056      4.10863
    27.43333      4.10887
    27.43611      4.10911
    27.43889      4.10935
    27.44167      4.10959
    27.44444      4.10983
    27.44722      4.11007
    27.45000      4.11031
    27.45278      4.11056
    27.45556      4.11080
    27.45833      4.11104
    27.46111      4.11128
    27.46389      4.11152
    27.46667      4.11176
    27.46944      4.11200
    27.47222      4.11224
    27.47500      4.11248
    27.47778      4.11272
    27.48056      4.11296
    27.48333      4.11321
    27.48611      4.11345
    27.48889      4.11369
    27.49167      4.11393
    27.49444      4.11417
    27.49722      4.11441
    27.50000      4.11465
    27.50278      4.11489
    27.50556      4.11513
    27.50833      4.11537
    27.51111      4.11561
    27.51389      4.11585
    27.51667      4.11609
    27.51944      4.11634
    27.52222      4.11658
    27.52500      4.11682
    27.52778      4.11706
    27.53056      4.11730
    27.53333      4.11754
    27.53611      4.11778
    27.53889      4.11802
    27.54167      4.11826
    27.54444      4.11850
    27.54722      4.11874
    27.55000      4.11898
    27.55278      4.11922
    27.55556      4.11946
    27.55833      4.11970
    27.56111      4.11994
    27.56389      4.12018
    27.56667      4.12043
    27.56944      4.12067
    27.57222      4.12091
    27.57500      4.12115
    27.57778      4.12139
    27.58056      4.12163
    27.58333      4.12187
    27.58611      4.12211
    27.58889      4.12235
    27.59167      4.12259
    27.59444      4.12283
    27.59722      4.12307
    27.60000      4.12331
    27.60278      4.12355
    27.60556      4.12379
    27.60833      4.12403
    27.61111      4.12427
    27.61389      4.12451
    27.61667      4.12475
    27.61944      4.12499
    27.62222      4.12523
    27.62500      4.12547
    27.62778      4.12571
    27.63056      4.12596
    27.63333      4.12620
    27.63611      4.12644
    27.63889      4.12668
    27.64167      4.12692
    27.64444      4.12716
    27.64722      4.12740
    27.65000      4.12764
    27.65278      4.12788
    27.65556      4.12812
    27.65833      4.12836
    27.66111      4.12860
    27.66389      4.12884
    27.66667      4.12908
    27.66944      4.12932
    27.67222      4.12956
    27.67500      4.12980
    27.67778      4.13004
    27.68056      4.13028
    27.68333      4.13052
    27.68611      4.13076
    27.68889      4.13100
    27.69167      4.13124
    27.69444      4.13148
    27.69722      4.13172
    27.70000      4.13196
    27.70278      4.13220
    27.70556      4.13244
    27.70833      4.13268
    27.71111      4.13292
    27.71389      4.13316
    27.71667      4.13340
    27.71944      4.13364
    27.72222      4.13388
    27.72500      4.13412
    27.72778      4.13436
    27.73056      4.13460
    27.73333      4.13484
    27.73611      4.13508
    27.73889      4.13532
    27.74167      4.13556
    27.74444      4.13580
    27.74722      4.13604
    27.75000      4.13628
    27.75278      4.13652
    27.75556      4.13676
    27.75833      4.13700
    27.76111      4.13724
    27.76389      4.13748
    27.76667      4.13772
    27.76944      4.13796
    27.77222      4.13820
    27.77500      4.13844
    27.77778      4.13868
    27.78056      4.13892
    27.78333      4.13916
    27.78611      4.13940
    27.78889      4.13964
    27.79167      4.13988
    27.79444      4.14012
    27.79722      4.14036
    27.80000      4.14060
    27.80278      4.14084
    27.80556      4.14108
    27.80833      4.14132
    27.81111      4.14156
    27.81389      4.14180
    27.81667      4.14203
    27.81944      4.14227
    27.82222      4.14251
    27.82500      4.14275
    27.82778      4.14299
    27.83056      4.14323
    27.83333      4.14347
    27.83611      4.14371
    27.83889      4.14395
    27.84167      4.14419
    27.84444      4.14443
    27.84722      4.14467
    27.85000      4.14491
    27.85278      4.14515
    27.85556      4.14539
    27.85833      4.14563
    27.86111      4.14587
    27.86389      4.14611
    27.86667      4.14635
    27.86944      4.14659
    27.87222      4.14683
    27.87500      4.14707
    27.87778      4.14731
    27.88056      4.14755
    27.88333      4.14778
    27.88611      4.14802
    27.88889      4.14826
    27.89167      4.14850
    27.89444      4.14874
    27.89722      4.14898
    27.90000      4.14922
    27.90278      4.14946
    27.90556      4.14970
    27.90833      4.14994
    27.91111      4.15018
    27.91389      4.15042
    27.91667      4.15066
    27.91944      4.15090
    27.92222      4.15114
    27.92500      4.15138
    27.92778      4.15161
    27.93056      4.15185
    27.93333      4.15209
    27.93611      4.15233
    27.93889      4.15257
    27.94167      4.15281
    27.94444      4.15305
    27.94722      4.15329
    27.95000      4.15353
    27.95278      4.15377
    27.95556      4.15401
    27.95833      4.15425
    27.96111      4.15449
    27.96389      4.15473
    27.96667      4.15496
    27.96944      4.15520
    27.97222      4.15544
    27.97500      4.15568
    27.97778      4.15592
    27.98056      4.15616
    27.98333      4.15640
    27.98611      4.15664
    27.98889      4.15688
    27.99167      4.15712
    27.99444      4.15736
    27.99722      4.15759
    28.00000      4.15783
    28.00278      4.15807
    28.00556      4.15831
    28.00833      4.15855
    28.01111      4.15879
    28.01389      4.15903
    28.01667      4.15927
    28.01944      4.15951
    28.02222      4.15975
    28.02500      4.15998
    28.02778      4.16022
    28.03056      4.16046
    28.03333      4.16070
    28.03611      4.16094
    28.03889      4.16118
    28.04167      4.16142
    28.04444      4.16166
    28.04722      4.16190
    28.05000      4.16214
    28.05278      4.16237
    28.05556      4.16261
    28.05833      4.16285
    28.06111      4.16309
    28.06389      4.16333
    28.06667      4.16357
    28.06944      4.16381
    28.07222      4.16405
    28.07500      4.16429
    28.07778      4.16452
    28.08056      4.16476
    28.08333      4.16500
    28.08611      4.16524
    28.08889      4.16548
    28.09167      4.16572
    28.09444      4.16596
    28.09722      4.16620
    28.10000      4.16643
    28.10278      4.16667
    28.10556      4.16691
    28.10833      4.16715
    28.11111      4.16739
    28.11389      4.16763
    28.11667      4.16787
    28.11944      4.16811
    28.12222      4.16834
    28.12500      4.16858
    28.12778      4.16882
    28.13056      4.16906
    28.13333      4.16930
    28.13611      4.16954
    28.13889      4.16978
    28.14167      4.17001
    28.14444      4.17025
    28.14722      4.17049
    28.15000      4.17073
    28.15278      4.17097
    28.15556      4.17121
    28.15833      4.17145
    28.16111      4.17168
    28.16389      4.17192
    28.16667      4.17216
    28.16944      4.17240
    28.17222      4.17264
    28.17500      4.17288
    28.17778      4.17312
    28.18056      4.17335
    28.18333      4.17359
    28.18611      4.17383
    28.18889      4.17407
    28.19167      4.17431
    28.19444      4.17455
    28.19722      4.17478
    28.20000      4.17502
    28.20278      4.17526
    28.20556      4.17550
    28.20833      4.17574
    28.21111      4.17598
    28.21389      4.17621
    28.21667      4.17645
    28.21944      4.17669
    28.22222      4.17693
    28.22500      4.17717
    28.22778      4.17741
    28.23056      4.17764
    28.23333      4.17788
    28.23611      4.17812
    28.23889      4.17836
    28.24167      4.17860
    28.24444      4.17884
    28.24722      4.17907
    28.25000      4.17931
    28.25278      4.17955
    28.25556      4.17979
    28.25833      4.18003
    28.26111      4.18027
    28.26389      4.18050
    28.26667      4.18074
    28.26944      4.18098
    28.27222      4.18122
    28.27500      4.18146
    28.27778      4.18169
    28.28056      4.18193
    28.28333      4.18217
    28.28611      4.18241
    28.28889      4.18265
    28.29167      4.18288
    28.29444      4.18312
    28.29722      4.18336
    28.30000      4.18360
    28.30278      4.18384
    28.30556      4.18408
    28.30833      4.18431
    28.31111      4.18455
    28.31389      4.18479
    28.31667      4.18503
    28.31944      4.18527
    28.32222      4.18550
    28.32500      4.18574
    28.32778      4.18598
    28.33056      4.18622
    28.33333      4.18646
    28.33611      4.18669
    28.33889      4.18693
    28.34167      4.18717
    28.34444      4.18741
    28.34722      4.18765
    28.35000      4.18788
    28.35278      4.18812
    28.35556      4.18836
    28.35833      4.18860
    28.36111      4.18883
    28.36389      4.18907
    28.36667      4.18931
    28.36944      4.18955
    28.37222      4.18979
    28.37500      4.19002
    28.37778      4.19026
    28.38056      4.19050
    28.38333      4.19074
    28.38611      4.19098
    28.38889      4.19121
    28.39167      4.19145
    28.39444      4.19169
    28.39722      4.19193
    28.40000      4.19216
    28.40278      4.19240
    28.40556      4.19264
    28.40833      4.19288
    28.41111      4.19312
    28.41389      4.19335
    28.41667      4.19359
    28.41944      4.19383
    28.42222      4.19407
    28.42500      4.19430
    28.42778      4.19454
    28.43056      4.19478
    28.43333      4.19502
    28.43611      4.19525
    28.43889      4.19549
    28.44167      4.19573
    28.44444      4.19597
    28.44722      4.19620
    28.45000      4.19644
    28.45278      4.19668
    28.45556      4.19692
    28.45833      4.19715
    28.46111      4.19739
    28.46389      4.19763
    28.46667      4.19787
    28.46944      4.19810
    28.47222      4.19834
    28.47500      4.19858
    28.47778      4.19882
    28.48056      4.19906
    28.48333      4.19929
    28.48611      4.19953
    28.48889      4.19977
    28.49167      4.20000
    28.49444      4.20024
    28.49722      4.20048
    28.50000      4.20072
    28.50278      4.20095
    28.50556      4.20119
    28.50833      4.20143
    28.51111      4.20167
    28.51389      4.20190
    28.51667      4.20214
    28.51944      4.20238
    28.52222      4.20262
    28.52500      4.20285
    28.52778      4.20309
    28.53056      4.20333
    28.53333      4.20357
    28.53611      4.20380
    28.53889      4.20404
    28.54167      4.20428
    28.54444      4.20451
    28.54722      4.20475
    28.55000      4.20499
    28.55278      4.20523
    28.55556      4.20546
    28.55833      4.20570
    28.56111      4.20594
    28.56389      4.20618
    28.56667      4.20641
    28.56944      4.20665
    28.57222      4.20689
    28.57500      4.20712
    28.57778      4.20736
    28.58056      4.20760
    28.58333      4.20784
    28.58611      4.20807
    28.58889      4.20831
    28.59167      4.20855
    28.59444      4.20878
    28.59722      4.20902
    28.60000      4.20926
    28.60278      4.20950
    28.60556      4.20973
    28.60833      4.20997
    28.61111      4.21021
    28.61389      4.21044
    28.61667      4.21068
    28.61944      4.21092
    28.62222      4.21116
    28.62500      4.21139
    28.62778      4.21163
    28.63056      4.21187
    28.63333      4.21210
    28.63611      4.21234
    28.63889      4.21258
    28.64167      4.21281
    28.64444      4.21305
    28.64722      4.21329
    28.65000      4.21353
    28.65278      4.21376
    28.65556      4.21400
    28.65833      4.21424
    28.66111      4.21447
    28.66389      4.21471
    28.66667      4.21495
    28.66944      4.21518
    28.67222      4.21542
    28.67500      4.21566
    28.67778      4.21589
    28.68056      4.21613
    28.68333      4.21637
    28.68611      4.21660
    28.68889      4.21684
    28.69167      4.21708
    28.69444      4.21731
    28.69722      4.21755
    28.70000      4.21779
    28.70278      4.21803
    28.70556      4.21826
    28.70833      4.21850
    28.71111      4.21874
    28.71389      4.21897
    28.71667      4.21921
    28.71944      4.21945
    28.72222      4.21968
    28.72500      4.21992
    28.72778      4.22016
    28.73056      4.22039
    28.73333      4.22063
    28.73611      4.22087
    28.73889      4.22110
    28.74167      4.22134
    28.74444      4.22158
    28.74722      4.22181
    28.75000      4.22205
    28.75278      4.22229
    28.75556      4.22252
    28.75833      4.22276
    28.76111      4.22300
    28.76389      4.22323
    28.76667      4.22347
    28.76944      4.22371
    28.77222      4.22394
    28.77500      4.22418
    28.77778      4.22441
    28.78056      4.22465
    28.78333      4.22489
    28.78611      4.22512
    28.78889      4.22536
    28.79167      4.22560
    28.79444      4.22583
    28.79722      4.22607
    28.80000      4.22631
    28.80278      4.22654
    28.80556      4.22678
    28.80833      4.22702
    28.81111      4.22725
    28.81389      4.22749
    28.81667      4.22773
    28.81944      4.22796
    28.82222      4.22820
    28.82500      4.22843
    28.82778      4.22867
    28.83056      4.22891
    28.83333      4.22914
    28.83611      4.22938
    28.83889      4.22962
    28.84167      4.22985
    28.84444      4.23009
    28.84722      4.23033
    28.85000      4.23056
    28.85278      4.23080
    28.85556      4.23103
    28.85833      4.23127
    28.86111      4.23151
    28.86389      4.23174
    28.86667      4.23198
    28.86944      4.23222
    28.87222      4.23245
    28.87500      4.23269
    28.87778      4.23292
    28.88056      4.23316
    28.88333      4.23340
    28.88611      4.23363
    28.88889      4.23387
    28.89167      4.23411
    28.89444      4.23434
    28.89722      4.23458
    28.90000      4.23481
    28.90278      4.23505
    28.90556      4.23529
    28.90833      4.23552
    28.91111      4.23576
    28.91389      4.23599
    28.91667      4.23623
    28.91944      4.23647
    28.92222      4.23670
    28.92500      4.23694
    28.92778      4.23717
    28.93056      4.23741
    28.93333      4.23765
    28.93611      4.23788
    28.93889      4.23812
    28.94167      4.23835
    28.94444      4.23859
    28.94722      4.23883
    28.95000      4.23906
    28.95278      4.23930
    28.95556      4.23953
    28.95833      4.23977
    28.96111      4.24001
    28.96389      4.24024
    28.96667      4.24048
    28.96944      4.24071
    28.97222      4.24095
    28.97500      4.24119
    28.97778      4.24142
    28.98056      4.24166
    28.98333      4.24189
    28.98611      4.24213
    28.98889      4.24237
    28.99167      4.24260
    28.99444      4.24284
    28.99722      4.24307
    29.00000      4.24331
    29.00278      4.24354
    29.00556      4.24378
    29.00833      4.24402
    29.01111      4.24425
    29.01389      4.24449
    29.01667      4.24472
    29.01944      4.24496
    29.02222      4.24520
    29.02500      4.24543
    29.02778      4.24567
    29.03056      4.24590
    29.03333      4.24614
    29.03611      4.24637
    29.03889      4.24661
    29.04167      4.24685
    29.04444      4.24708
    29.04722      4.24732
    29.05000      4.24755
    29.05278      4.24779
    29.05556      4.24802
    29.05833      4.24826
    29.06111      4.24850
    29.06389      4.24873
    29.06667      4.24897
    29.06944      4.24920
    29.07222      4.24944
    29.07500      4.24967
    29.07778      4.24991
    29.08056      4.25014
    29.08333      4.25038
    29.08611      4.25062
    29.08889      4.25085
    29.09167      4.25109
    29.09444      4.25132
    29.09722      4.25156
    29.10000      4.25179
    29.10278      4.25203
    29.10556      4.25226
    29.10833      4.25250
    29.11111      4.25274
    29.11389      4.25297
    29.11667      4.25321
    29.11944      4.25344
    29.12222      4.25368
    29.12500      4.25391
    29.12778      4.25415
    29.13056      4.25438
    29.13333      4.25462
    29.13611      4.25485
    29.13889      4.25509
    29.14167      4.25532
    29.14444      4.25556
    29.14722      4.25580
    29.15000      4.25603
    29.15278      4.25627
    29.15556      4.25650
    29.15833      4.25674
    29.16111      4.25697
    29.16389      4.25721
    29.16667      4.25744
    29.16944      4.25768
    29.17222      4.25791
    29.17500      4.25815
    29.17778      4.25838
    29.18056      4.25862
    29.18333      4.25885
    29.18611      4.25909
    29.18889      4.25933
    29.19167      4.25956
    29.19444      4.25980
    29.19722      4.26003
    29.20000      4.26027
    29.20278      4.26050
    29.20556      4.26074
    29.20833      4.26097
    29.21111      4.26121
    29.21389      4.26144
    29.21667      4.26168
    29.21944      4.26191
    29.22222      4.26215
    29.22500      4.26238
    29.22778      4.26262
    29.23056      4.26285
    29.23333      4.26309
    29.23611      4.26332
    29.23889      4.26356
    29.24167      4.26379
    29.24444      4.26403
    29.24722      4.26426
    29.25000      4.26450
    29.25278      4.26473
    29.25556      4.26497
    29.25833      4.26520
    29.26111      4.26544
    29.26389      4.26567
    29.26667      4.26591
    29.26944      4.26614
    29.27222      4.26638
    29.27500      4.26661
    29.27778      4.26685
    29.28056      4.26708
    29.28333      4.26732
    29.28611      4.26755
    29.28889      4.26779
    29.29167      4.26802
    29.29444      4.26826
    29.29722      4.26849
    29.30000      4.26873
    29.30278      4.26896
    29.30556      4.26920
    29.30833      4.26943
    29.31111      4.26967
    29.31389      4.26990
    29.31667      4.27014
    29.31944      4.27037
    29.32222      4.27061
    29.32500      4.27084
    29.32778      4.27108
    29.33056      4.27131
    29.33333      4.27155
    29.33611      4.27178
    29.33889      4.27202
    29.34167      4.27225
    29.34444      4.27248
    29.34722      4.27272
    29.35000      4.27295
    29.35278      4.27319
    29.35556      4.27342
    29.35833      4.27366
    29.36111      4.27389
    29.36389      4.27413
    29.36667      4.27436
    29.36944      4.27460
    29.37222      4.27483
    29.37500      4.27507
    29.37778      4.27530
    29.38056      4.27554
    29.38333      4.27577
    29.38611      4.27601
    29.38889      4.27624
    29.39167      4.27647
    29.39444      4.27671
    29.39722      4.27694
    29.40000      4.27718
    29.40278      4.27741
    29.40556      4.27765
    29.40833      4.27788
    29.41111      4.27812
    29.41389      4.27835
    29.41667      4.27859
    29.41944      4.27882
    29.42222      4.27905
    29.42500      4.27929
    29.42778      4.27952
    29.43056      4.27976
    29.43333      4.27999
    29.43611      4.28023
    29.43889      4.28046
    29.44167      4.28070
    29.44444      4.28093
    29.44722      4.28116
    29.45000      4.28140
    29.45278      4.28163
    29.45556      4.28187
    29.45833      4.28210
    29.46111      4.28234
    29.46389      4.28257
    29.46667      4.28281
    29.46944      4.28304
    29.47222      4.28327
    29.47500      4.28351
    29.47778      4.28374
    29.48056      4.28398
    29.48333      4.28421
    29.48611      4.28445
    29.48889      4.28468
    29.49167      4.28491
    29.49444      4.28515
    29.49722      4.28538
    29.50000      4.28562
    29.50278      4.28585
    29.50556      4.28609
    29.50833      4.28632
    29.51111      4.28655
    29.51389      4.28679
    29.51667      4.28702
    29.51944      4.28726
    29.52222      4.28749
    29.52500      4.28773
    29.52778      4.28796
    29.53056      4.28819
    29.53333      4.28843
    29.53611      4.28866
    29.53889      4.28890
    29.54167      4.28913
    29.54444      4.28936
    29.54722      4.28960
    29.55000      4.28983
    29.55278      4.29007
    29.55556      4.29030
    29.55833      4.29054
    29.56111      4.29077
    29.56389      4.29100
    29.56667      4.29124
    29.56944      4.29147
    29.57222      4.29171
    29.57500      4.29194
    29.57778      4.29217
    29.58056      4.29241
    29.58333      4.29264
    29.58611      4.29288
    29.58889      4.29311
    29.59167      4.29334
    29.59444      4.29358
    29.59722      4.29381
    29.60000      4.29405
    29.60278      4.29428
    29.60556      4.29451
    29.60833      4.29475
    29.61111      4.29498
    29.61389      4.29522
    29.61667      4.29545
    29.61944      4.29568
    29.62222      4.29592
    29.62500      4.29615
    29.62778      4.29639
    29.63056      4.29662
    29.63333      4.29685
    29.63611      4.29709
    29.63889      4.29732
    29.64167      4.29755
    29.64444      4.29779
    29.64722      4.29802
    29.65000      4.29826
    29.65278      4.29849
    29.65556      4.29872
    29.65833      4.29896
    29.66111      4.29919
    29.66389      4.29942
    29.66667      4.29966
    29.66944      4.29989
    29.67222      4.30013
    29.67500      4.30036
    29.67778      4.30059
    29.68056      4.30083
    29.68333      4.30106
    29.68611      4.30129
    29.68889      4.30153
    29.69167      4.30176
    29.69444      4.30200
    29.69722      4.30223
    29.70000      4.30246
    29.70278      4.30270
    29.70556      4.30293
    29.70833      4.30316
    29.71111      4.30340
    29.71389      4.30363
    29.71667      4.30387
    29.71944      4.30410
    29.72222      4.30433
    29.72500      4.30457
    29.72778      4.30480
    29.73056      4.30503
    29.73333      4.30527
    29.73611      4.30550
    29.73889      4.30573
    29.74167      4.30597
    29.74444      4.30620
    29.74722      4.30643
    29.75000      4.30667
    29.75278      4.30690
    29.75556      4.30713
    29.75833      4.30737
    29.76111      4.30760
    29.76389      4.30784
    29.76667      4.30807
    29.76944      4.30830
    29.77222      4.30854
    29.77500      4.30877
    29.77778      4.30900
    29.78056      4.30924
    29.78333      4.30947
    29.78611      4.30970
    29.78889      4.30994
    29.79167      4.31017
    29.79444      4.31040
    29.79722      4.31064
    29.80000      4.31087
    29.80278      4.31110
    29.80556      4.31134
    29.80833      4.31157
    29.81111      4.31180
    29.81389      4.31204
    29.81667      4.31227
    29.81944      4.31250
    29.82222      4.31274
    29.82500      4.31297
    29.82778      4.31320
    29.83056      4.31344
    29.83333      4.31367
    29.83611      4.31390
    29.83889      4.31414
    29.84167      4.31437
    29.84444      4.31460
    29.84722      4.31484
    29.85000      4.31507
    29.85278      4.31530
    29.85556      4.31554
    29.85833      4.31577
    29.86111      4.31600
    29.86389      4.31623
    29.86667      4.31647
    29.86944      4.31670
    29.87222      4.31693
    29.87500      4.31717
    29.87778      4.31740
    29.88056      4.31763
    29.88333      4.31787
    29.88611      4.31810
    29.88889      4.31833
    29.89167      4.31857
    29.89444      4.31880
    29.89722      4.31903
    29.90000      4.31927
    29.90278      4.31950
    29.90556      4.31973
    29.90833      4.31996
    29.91111      4.32020
    29.91389      4.32043
    29.91667      4.32066
    29.91944      4.32090
    29.92222      4.32113
    29.92500      4.32136
    29.92778      4.32160
    29.93056      4.32183
    29.93333      4.32206
    29.93611      4.32229
    29.93889      4.32253
    29.94167      4.32276
    29.94444      4.32299
    29.94722      4.32323
    29.95000      4.32346
    29.95278      4.32369
    29.95556      4.32392
    29.95833      4.32416
    29.96111      4.32439
    29.96389      4.32462
    29.96667      4.32486
    29.96944      4.32509
    29.97222      4.32532
    29.97500      4.32556
    29.97778      4.32579
    29.98056      4.32602
    29.98333      4.32625
    29.98611      4.32649
    29.98889      4.32672
    29.99167      4.32695
    29.99444      4.32718
    29.99722      4.32742
    30.00000      4.32765
    30.00278      4.32788
    30.00556      4.32812
    30.00833      4.32835
    30.01111      4.32858
    30.01389      4.32881
    30.01667      4.32905
    30.01944      4.32928
    30.02222      4.32951
    30.02500      4.32974
    30.02778      4.32998
    30.03056      4.33021
    30.03333      4.33044
    30.03611      4.33068
    30.03889      4.33091
    30.04167      4.33114
    30.04444      4.33137
    30.04722      4.33161
    30.05000      4.33184
    30.05278      4.33207
    30.05556      4.33230
    30.05833      4.33254
    30.06111      4.33277
    30.06389      4.33300
    30.06667      4.33323
    30.06944      4.33347
    30.07222      4.33370
    30.07500      4.33393
    30.07778      4.33416
    30.08056      4.33440
    30.08333      4.33463
    30.08611      4.33486
    30.08889      4.33509
    30.09167      4.33533
    30.09444      4.33556
    30.09722      4.33579
    30.10000      4.33602
    30.10278      4.33626
    30.10556      4.33649
    30.10833      4.33672
    30.11111      4.33695
    30.11389      4.33719
    30.11667      4.33742
    30.11944      4.33765
    30.12222      4.33788
    30.12500      4.33812
    30.12778      4.33835
    30.13056      4.33858
    30.13333      4.33881
    30.13611      4.33905
    30.13889      4.33928
    30.14167      4.33951
    30.14444      4.33974
    30.14722      4.33998
    30.15000      4.34021
    30.15278      4.34044
    30.15556      4.34067
    30.15833      4.34090
    30.16111      4.34114
    30.16389      4.34137
    30.16667      4.34160
    30.16944      4.34183
    30.17222      4.34207
    30.17500      4.34230
    30.17778      4.34253
    30.18056      4.34276
    30.18333      4.34299
    30.18611      4.34323
    30.18889      4.34346
    30.19167      4.34369
    30.19444      4.34392
    30.19722      4.34416
    30.20000      4.34439
    30.20278      4.34462
    30.20556      4.34485
    30.20833      4.34508
    30.21111      4.34532
    30.21389      4.34555
    30.21667      4.34578
    30.21944      4.34601
    30.22222      4.34624
    30.22500      4.34648
    30.22778      4.34671
    30.23056      4.34694
    30.23333      4.34717
    30.23611      4.34741
    30.23889      4.34764
    30.24167      4.34787
    30.24444      4.34810
    30.24722      4.34833
    30.25000      4.34857
    30.25278      4.34880
    30.25556      4.34903
    30.25833      4.34926
    30.26111      4.34949
    30.26389      4.34973
    30.26667      4.34996
    30.26944      4.35019
    30.27222      4.35042
    30.27500      4.35065
    30.27778      4.35089
    30.28056      4.35112
    30.28333      4.35135
    30.28611      4.35158
    30.28889      4.35181
    30.29167      4.35204
    30.29444      4.35228
    30.29722      4.35251
    30.30000      4.35274
    30.30278      4.35297
    30.30556      4.35320
    30.30833      4.35344
    30.31111      4.35367
    30.31389      4.35390
    30.31667      4.35413
    30.31944      4.35436
    30.32222      4.35460
    30.32500      4.35483
    30.32778      4.35506
    30.33056      4.35529
    30.33333      4.35552
    30.33611      4.35575
    30.33889      4.35599
    30.34167      4.35622
    30.34444      4.35645
    30.34722      4.35668
    30.35000      4.35691
    30.35278      4.35714
    30.35556      4.35738
    30.35833      4.35761
    30.36111      4.35784
    30.36389      4.35807
    30.36667      4.35830
    30.36944      4.35853
    30.37222      4.35877
    30.37500      4.35900
    30.37778      4.35923
    30.38056      4.35946
    30.38333      4.35969
    30.38611      4.35992
    30.38889      4.36016
    30.39167      4.36039
    30.39444      4.36062
    30.39722      4.36085
    30.40000      4.36108
    30.40278      4.36131
    30.40556      4.36155
    30.40833      4.36178
    30.41111      4.36201
    30.41389      4.36224
    30.41667      4.36247
    30.41944      4.36270
    30.42222      4.36294
    30.42500      4.36317
    30.42778      4.36340
    30.43056      4.36363
    30.43333      4.36386
    30.43611      4.36409
    30.43889      4.36432
    30.44167      4.36456
    30.44444      4.36479
    30.44722      4.36502
    30.45000      4.36525
    30.45278      4.36548
    30.45556      4.36571
    30.45833      4.36594
    30.46111      4.36618
    30.46389      4.36641
    30.46667      4.36664
    30.46944      4.36687
    30.47222      4.36710
    30.47500      4.36733
    30.47778      4.36756
    30.48056      4.36780
    30.48333      4.36803
    30.48611      4.36826
    30.48889      4.36849
    30.49167      4.36872
    30.49444      4.36895
    30.49722      4.36918
    30.50000      4.36941
    30.50278      4.36965
    30.50556      4.36988
    30.50833      4.37011
    30.51111      4.37034
    30.51389      4.37057
    30.51667      4.37080
    30.51944      4.37103
    30.52222      4.37126
    30.52500      4.37150
    30.52778      4.37173
    30.53056      4.37196
    30.53333      4.37219
    30.53611      4.37242
    30.53889      4.37265
    30.54167      4.37288
    30.54444      4.37311
    30.54722      4.37335
    30.55000      4.37358
    30.55278      4.37381
    30.55556      4.37404
    30.55833      4.37427
    30.56111      4.37450
    30.56389      4.37473
    30.56667      4.37496
    30.56944      4.37519
    30.57222      4.37543
    30.57500      4.37566
    30.57778      4.37589
    30.58056      4.37612
    30.58333      4.37635
    30.58611      4.37658
    30.58889      4.37681
    30.59167      4.37704
    30.59444      4.37727
    30.59722      4.37750
    30.60000      4.37774
    30.60278      4.37797
    30.60556      4.37820
    30.60833      4.37843
    30.61111      4.37866
    30.61389      4.37889
    30.61667      4.37912
    30.61944      4.37935
    30.62222      4.37958
    30.62500      4.37981
    30.62778      4.38005
    30.63056      4.38028
    30.63333      4.38051
    30.63611      4.38074
    30.63889      4.38097
    30.64167      4.38120
    30.64444      4.38143
    30.64722      4.38166
    30.65000      4.38189
    30.65278      4.38212
    30.65556      4.38235
    30.65833      4.38259
    30.66111      4.38282
    30.66389      4.38305
    30.66667      4.38328
    30.66944      4.38351
    30.67222      4.38374
    30.67500      4.38397
    30.67778      4.38420
    30.68056      4.38443
    30.68333      4.38466
    30.68611      4.38489
    30.68889      4.38512
    30.69167      4.38535
    30.69444      4.38559
    30.69722      4.38582
    30.70000      4.38605
    30.70278      4.38628
    30.70556      4.38651
    30.70833      4.38674
    30.71111      4.38697
    30.71389      4.38720
    30.71667      4.38743
    30.71944      4.38766
    30.72222      4.38789
    30.72500      4.38812
    30.72778      4.38835
    30.73056      4.38858
    30.73333      4.38881
    30.73611      4.38905
    30.73889      4.38928
    30.74167      4.38951
    30.74444      4.38974
    30.74722      4.38997
    30.75000      4.39020
    30.75278      4.39043
    30.75556      4.39066
    30.75833      4.39089
    30.76111      4.39112
    30.76389      4.39135
    30.76667      4.39158
    30.76944      4.39181
    30.77222      4.39204
    30.77500      4.39227
    30.77778      4.39250
    30.78056      4.39273
    30.78333      4.39296
    30.78611      4.39320
    30.78889      4.39343
    30.79167      4.39366
    30.79444      4.39389
    30.79722      4.39412
    30.80000      4.39435
    30.80278      4.39458
    30.80556      4.39481
    30.80833      4.39504
    30.81111      4.39527
    30.81389      4.39550
    30.81667      4.39573
    30.81944      4.39596
